time,bcc-csm1-1-m,ACCESS1-0,ACCESS1-3,IPSL-CM5B-LR,GFDL-ESM2M,FIO-ESM,CMCC-CMS,MPI-ESM-LR,FGOALS-g2,HadCM3,MIROC-ESM,MIROC5,CanESM2,MPI-ESM-MR,CSIRO-Mk3-6-0,CESM1-BGC,inmcm4,GISS-E2-R-CC,BNU-ESM,MIROC4h,GFDL-CM2p1,GFDL-ESM2G,CMCC-CM,EC-EARTH,CanCM4,CCSM4,NorESM1-M,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,MIROC-ESM-CHEM,CSIRO-Mk3L-1-2,NorESM1-ME,HadGEM2-AO,GISS-E2-R,HadGEM2-CC,GISS-E2-H-CC,MRI-CGCM3,HadGEM2-ES,bcc-csm1-1,CESM1-CAM5
2017-12-01,6.23532935584e-05,5.32769125e-05,5.60075560705e-05,1.79668349745e-05,6.30519780316e-05,8.87123819363e-05,1.694343269e-05,4.22939238238e-05,4.85194133944e-05,4.87164684273e-05,7.60772495899e-05,6.47296063835e-05,3.05466357531e-05,4.37059048896e-05,3.11584220981e-05,4.65720263629e-05,6.24814769773e-05,5.66856410084e-05,5.8618568922e-05,9.32803381407e-05,5.91436933569e-05,7.26904230153e-05,4.38550116748e-05,,3.8566781465e-05,5.75615722758e-05,5.65748305235e-05,3.45935796304e-05,1.0435958198e-05,4.4952235271e-05,7.64540942934e-05,4.55576658487e-05,7.05605122372e-05,7.89842969728e-05,6.25101311016e-05,9.83418669421e-05,7.51271437323e-05,5.94081870607e-05,2.39585067881e-05,4.63381882128e-05,8.09097467005e-05,8.04513261062e-05,4.97186286035e-05,4.07657575597e-05
2018-01-01,2.62849209884e-05,3.61555803249e-05,4.35101239007e-05,3.25606649767e-05,7.0995806507e-05,6.6922337525e-05,4.94464333834e-05,7.6194517065e-05,2.8566628013e-05,4.73565286635e-05,5.31558239648e-05,5.46101367945e-05,5.75160866902e-05,8.59229713179e-05,3.45487265804e-05,1.67586716529e-05,8.31331235531e-05,4.38947647012e-05,7.51439940359e-05,4.47817536957e-05,7.66564875852e-05,6.00316791659e-05,5.97058537868e-05,,4.89757705509e-05,3.99567958415e-05,3.09464885504e-05,3.52907593879e-05,2.60689293879e-05,1.64695208582e-05,5.02216788618e-05,6.12553189785e-05,4.24583529555e-05,6.45538509464e-05,4.21671866206e-05,8.60685041516e-05,2.19609938064e-05,4.96334668772e-05,4.81641421261e-05,6.88860397607e-05,6.69402368961e-05,3.67963884206e-05,3.87790303648e-05,4.65632221557e-05
2018-02-01,6.99217936407e-05,5.70136741685e-05,6.90819186362e-05,2.54140271352e-05,2.09621563146e-05,3.13895887909e-05,2.56149680354e-05,5.40661297107e-05,3.21055146439e-05,1.41726569988e-05,5.38562820414e-05,4.30843133472e-05,2.89361439476e-05,5.4409137478e-05,5.32205710832e-05,9.49900174851e-05,5.87658864918e-05,4.40868131667e-05,3.80778799202e-05,3.82156086427e-05,3.8753463119e-06,3.55437024761e-05,3.75197022081e-05,,6.21031438641e-05,5.95722360525e-05,2.96296166198e-05,2.32773151765e-05,4.0644213498e-05,3.76669115667e-05,4.77711214444e-05,5.55197199719e-05,3.4685831641e-05,3.04506609003e-05,6.48501008982e-05,5.78935130761e-05,2.16243824438e-05,5.26297963196e-05,2.72790134117e-05,4.19565547342e-05,6.72731395233e-05,3.23079292403e-05,4.76107308108e-05,4.02318654034e-05
2018-03-01,3.88402555646e-05,5.14803951081e-05,4.85943098197e-05,4.51577197964e-05,5.06166831858e-05,3.36802379024e-05,2.97367539523e-05,1.65533103947e-05,2.08088211366e-05,3.61259205116e-05,4.52367716207e-05,3.96891143828e-05,4.40665206042e-05,4.00476958021e-05,1.40178127432e-05,4.82710910537e-05,4.39615114634e-05,3.38461441819e-05,2.12997280566e-05,2.85631335687e-05,3.56667308349e-05,4.16833600967e-05,4.81137147731e-05,,3.33661975067e-05,3.70731655181e-05,4.04362908739e-05,4.91844007229e-06,4.09804478685e-05,2.96690101322e-05,3.39415381253e-05,2.26871057384e-05,3.58038510058e-05,3.43815632732e-05,4.88185942231e-05,4.86876583636e-05,1.61398130287e-05,2.5988702248e-05,3.18276904203e-05,3.62062043375e-05,3.41711575055e-05,4.14016061595e-05,3.80036190715e-05,3.00242806377e-05
2018-04-01,4.91937567923e-05,4.19197322333e-05,3.0440785308e-05,1.05120144838e-05,4.59883774763e-05,6.57248059724e-05,4.66305729268e-05,3.12406557246e-05,3.42106620034e-05,4.61540650273e-05,3.4378436006e-05,3.04982364833e-05,2.2172740834e-05,3.9279455502e-05,3.42686831833e-05,3.25228378587e-05,3.71635854078e-05,2.58694877289e-05,3.27174602717e-05,2.09594520231e-05,4.13504232913e-05,3.21631482115e-05,2.98185598263e-05,,2.97669283706e-05,3.20366816595e-05,2.98381019093e-05,1.35278118478e-05,2.78160835348e-05,2.98787936117e-05,2.89617074714e-05,3.89779179386e-05,3.36952084391e-05,2.69696767646e-05,3.8699763536e-05,3.18010457704e-05,2.92748831531e-05,4.33552403744e-05,1.75103914227e-05,3.60809564578e-05,3.63235138658e-05,2.63897797075e-05,2.22173410293e-05,3.42954124863e-05
2018-05-01,2.97515965117e-05,3.05880213914e-05,2.57175586068e-05,4.19055692191e-05,2.7298935341e-05,2.08263304861e-05,2.17520656796e-05,2.5910102912e-05,3.43966389967e-05,2.78393321575e-05,3.34507124232e-05,2.44832699809e-05,1.16650395739e-05,1.87551432256e-05,3.97600723643e-05,1.71102229716e-05,3.28904454104e-05,3.3485692029e-05,2.80327378277e-05,2.34524635947e-05,3.1100569989e-05,4.14464055009e-05,2.36791510351e-05,,1.54166981398e-05,2.72326819546e-05,2.11376118386e-05,1.31863298293e-05,1.96824063356e-05,2.20502089689e-05,4.38789183287e-05,4.08531259382e-05,3.54022452029e-05,3.42332597332e-05,3.8423735532e-05,1.21844095929e-05,2.22391586032e-05,3.97315455227e-05,3.41961074896e-05,3.53996280182e-05,3.4707380954e-05,2.19639275981e-05,1.16457112199e-05,2.044600933e-05
2018-06-01,1.54997879295e-05,1.39290895022e-05,3.2661793268e-05,4.56920196257e-05,2.69542362932e-05,4.07705002241e-05,2.67270603217e-05,1.23238573516e-05,3.07883691373e-05,4.21472397344e-05,4.13012183344e-05,2.40860848317e-05,4.48239899005e-06,1.66947641576e-05,1.34048071165e-05,3.14771680108e-05,3.74939153647e-05,5.56414747734e-05,1.78580228142e-05,3.33441368811e-05,4.20467322834e-05,2.37484239531e-05,2.46989110372e-05,,2.00480794471e-05,1.33517317252e-05,2.67566465482e-05,6.69008773997e-06,7.2057662302e-06,3.85511565639e-05,5.36535962965e-05,3.41268289139e-05,4.34835315938e-05,3.90411653522e-05,2.34469262068e-05,1.54219054366e-05,1.38244493406e-05,3.83584991823e-05,1.89636712445e-05,2.21126131616e-05,4.60115898455e-05,1.6542075143e-05,4.88489520289e-06,1.59342751289e-05
2018-07-01,1.03354985096e-05,8.36101873704e-06,1.32873733871e-05,3.48653915694e-05,9.49699266053e-06,1.64939630196e-05,9.5378923496e-06,2.98973921287e-06,1.82313299016e-05,1.63290760611e-05,2.23671743167e-05,3.69001732508e-06,4.51959047065e-06,1.02859485196e-05,2.22164236564e-06,1.38344106724e-05,1.32318244336e-05,3.18126723755e-05,1.0512312834e-05,1.8864291481e-05,2.36529463646e-05,2.0699488333e-05,1.50003820314e-05,,1.60391324622e-05,1.06269537172e-05,1.20667209558e-05,8.73069656819e-06,2.19205349302e-05,6.84321424982e-06,1.96770579161e-05,1.1628883417e-05,3.30558330575e-05,4.29191226279e-05,1.23516265376e-05,2.16948218383e-06,4.6747390903e-06,1.88959250996e-05,1.22163486232e-05,3.31032825708e-05,2.89778416177e-05,2.42569941873e-06,4.54624483848e-06,9.23094099382e-06
2018-08-01,1.3343349194e-05,3.56363271557e-06,6.38225677784e-06,2.02402928267e-05,1.12830939101e-05,1.11861820794e-05,2.14767534219e-05,5.09986421093e-06,1.28024868066e-05,9.35279012992e-06,1.90217088554e-05,1.16091666314e-05,7.08368734858e-06,2.66416073178e-05,3.11880135589e-06,1.29475491115e-05,1.65775099504e-05,3.31459113833e-05,8.3369666451e-06,2.29007654785e-05,1.1788539123e-05,1.30002077993e-05,1.10898464401e-05,,2.17448471602e-06,5.08547777659e-06,1.15284763069e-06,1.9781499583e-06,5.17821272349e-06,1.17006661461e-05,2.00829580308e-05,1.49206268975e-05,1.65565430971e-05,2.02417714415e-05,5.65790332985e-06,4.32905901069e-06,3.85390878507e-06,4.5126937683e-05,3.66593620535e-06,3.75374950939e-05,2.33812011662e-05,5.7175859462e-06,7.90642869598e-06,2.52169479293e-06
2018-09-01,2.05387603522e-05,3.12931290301e-05,2.78617759423e-05,5.2257597531e-05,1.2144498871e-05,1.47320781025e-05,1.03557931392e-05,2.32980195766e-06,2.76900694492e-05,2.52090569575e-05,3.01086051574e-05,1.43140285081e-05,9.01404653935e-06,1.72738484772e-05,2.16048988802e-06,7.53658611649e-06,2.16717129661e-05,3.23515782839e-05,5.96133415911e-06,1.79794179412e-05,5.96600250624e-06,1.35460908268e-05,8.97510979099e-07,,1.07890529762e-05,1.24368725159e-05,9.44580187934e-06,4.56413725978e-06,1.97819759381e-05,2.23510961064e-05,2.86241305503e-05,8.15533920886e-06,2.91695768055e-05,2.71668356315e-05,1.40948004628e-05,2.41689824563e-06,2.26162179913e-06,3.04879461055e-05,1.24113550144e-05,2.66634687402e-05,1.80856818804e-05,2.46855007563e-05,3.38623084796e-06,1.03577628643e-05
2018-10-01,4.28366531001e-05,2.70565379418e-05,3.09544525191e-05,1.98331202625e-05,1.8652578294e-05,1.76890415181e-05,3.01715643478e-05,5.00238454801e-05,4.66264026424e-05,4.12677505513e-05,1.35768791855e-05,1.89633785521e-05,3.76098940857e-05,3.89198693613e-05,1.91937085154e-05,2.99975196932e-05,4.47118984864e-05,4.32548770467e-05,6.19785438175e-05,1.45644379056e-05,2.73277861803e-05,1.94780937666e-05,2.34777247474e-05,,1.68424340397e-05,2.06602175288e-05,1.13562091428e-05,2.20813941723e-05,4.30744793058e-05,1.92186116408e-05,4.95270525865e-05,2.92700844511e-05,5.52827698357e-05,1.84980089519e-05,1.58576367539e-05,2.55464804468e-05,1.08894673e-05,4.04438479033e-05,5.41970589871e-05,3.45721396305e-05,4.64375646386e-05,3.04211741985e-05,2.65841497215e-05,5.18754830804e-05
2018-11-01,5.11799762751e-05,4.91931089614e-05,3.70522426844e-05,3.15310683163e-05,3.05653064111e-05,4.48708013816e-05,8.41853607978e-05,9.19753249036e-05,8.4454624448e-05,2.7849272783e-05,6.73875935414e-05,6.83793496501e-05,3.40646862848e-05,7.61332954945e-05,3.46124409459e-05,4.33561131792e-05,8.14563752231e-05,4.67256421643e-05,4.57246962469e-05,8.75269218832e-05,4.71251752667e-05,4.43204567091e-05,4.76977879633e-05,,5.23005924454e-05,5.61387249293e-05,5.29653152626e-05,2.91185519472e-05,2.08652015187e-05,3.27803629148e-05,5.18644787917e-05,3.67640434706e-05,5.17082992246e-05,6.72307329902e-05,1.92172519746e-05,6.45825070023e-05,3.54936412675e-05,5.53942988972e-05,6.25645924239e-05,7.19116294476e-05,5.76216753719e-05,3.71618626299e-05,6.12040610577e-05,5.84228946904e-05
