model,ACCESS1-0,ACCESS1-3,FGOALS-g2,CMCC-CMS,IPSL-CM5B-LR,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,CMCC-CM,MRI-ESM1,MPI-ESM-MR,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CESM1-BGC,CanESM2,CanESM2,CanESM2,CanESM2,CanESM2,GISS-E2-R-CC,BNU-ESM,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,GFDL-ESM2G,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,GFDL-ESM2M,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,GISS-E2-H,GISS-E2-H,MIROC-ESM-CHEM,MRI-CGCM3,NorESM1-ME,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,GISS-E2-R,GISS-E2-R,HadGEM2-CC,HadGEM2-CC,GISS-E2-H-CC,CMCC-CESM,bcc-csm1-1-m,MPI-ESM-LR,MPI-ESM-LR,bcc-csm1-1,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5
run,run1,run1,run1,run1,run1,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run2,run3,run4,run5,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run2,run5,run6,run7,run8,run9,run11,run12,run13,run14,run1,run2,run3,run4,run1,run1,run2,run3,run4,run1,run2,run4,run6,run10,run1,run2,run1,run1,run1,run2,run3,run4,run1,run2,run2,run3,run1,run1,run1,run2,run3,run1,run1,run2,run3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,260.147566134,268.214854716,262.830755525,267.253234985,268.880798269,265.425274464,271.374958435,269.335850777,270.103484291,270.842334777,270.839529625,268.504393076,269.683658059,269.604283037,272.470739326,270.592496734,266.159617356,265.673542576,268.276854286,268.819955492,267.526227648,265.153755074,269.560533321,270.557363933,266.932972633,270.248291271,266.319919166,267.266693073,253.504802207,261.893652678,271.474967969,263.350003727,270.352624288,264.696642257,267.662350709,269.536232792,266.956023849,265.934888625,268.989675317,263.488199476,267.081284552,257.379022125,262.966208681,267.381287608,264.672150744,257.183747337,264.436926832,266.522514218,266.22088449,266.642148059,269.911260122,263.134689373,268.039804355,267.51792836,268.667099016,271.181503159,270.943883819,258.899067043,264.75024821,273.453591366,271.421643325,265.995102081,272.112317937,269.450338278,272.974920962,272.51639181,267.467882366,270.198878731,267.846525256,263.748948409,266.18155812,263.916810498,268.857054054,268.087811653,263.999248905,262.253461899,270.916596541,266.948819154,266.948334873,265.7018409,266.536086332,263.438681284,262.511175202,263.848298969,261.496329663
2006-02-01,263.66407219,269.179025716,262.238001158,261.608860553,268.101192946,263.704538096,267.663864374,269.885506983,269.350963541,265.329814477,264.129088914,268.965459442,269.121402478,264.25777315,273.799874913,269.832193881,273.316805287,272.421987409,266.635721799,264.916743254,270.713889346,269.333400701,272.238387917,270.826294466,270.286558655,267.038202859,267.921002132,264.183007377,266.495171132,263.502806643,271.143822963,259.352780154,269.185436646,268.610771013,264.913962499,267.870294206,272.34655782,269.494093403,265.09093021,264.702188089,264.135287177,265.773864295,261.341029234,268.957219032,269.660168955,264.971105874,265.384406618,265.631441229,267.675163862,267.537936035,258.582277527,269.701429933,262.972129441,266.209901513,266.65001659,266.361296545,268.862790726,267.810694712,260.811359785,272.309487747,269.510350028,268.644370818,267.08357805,269.87191995,275.122637418,274.267938914,270.136078156,263.26322514,265.404802149,267.673976611,269.654671253,262.835572269,271.046697863,269.963679104,264.253609451,263.338398818,273.013505563,269.853994804,272.52950862,265.146104669,263.635664279,265.863828827,268.836404883,265.24295411,268.133399012
2006-03-01,269.795367373,270.19301826,266.965800835,271.021053871,271.594805294,266.542435809,268.919138865,273.556159241,272.810481301,269.43501533,265.907864859,268.002279114,272.06516101,272.262790939,273.255816446,271.460270695,273.807682719,273.923575811,273.301949174,271.697882783,269.223049007,272.540882775,272.551496174,269.408032237,273.716579546,272.396441624,268.689760667,269.105334628,265.846672137,269.993446934,272.371239208,268.29943777,272.807081028,269.391364121,267.588151173,270.407102522,272.290911075,274.305310022,267.443739247,268.211175035,271.376122572,266.681125846,269.048497436,270.255677508,269.180757449,266.619290423,268.718960587,271.611950207,269.861205996,268.983073329,271.081184014,273.120177224,271.009595761,270.61104856,272.800880585,270.860702932,267.098419984,270.723988842,266.94975799,273.500711147,271.367492529,270.368279215,271.209943814,270.372365962,272.327536001,274.405986081,270.611491062,267.6056105,265.946306295,268.861738833,266.638722023,268.520380039,273.179637544,268.540363938,269.798993908,264.759982873,271.538348663,269.777708003,273.04102558,269.208128845,266.925929358,265.174118455,271.341159554,273.115289379,274.877011264
2006-04-01,275.715945991,274.410678736,273.8611708,273.045887136,275.54793673,274.546404148,275.305439015,275.839198313,276.196994733,275.022650917,274.178163103,276.645450645,276.354228469,272.741956353,277.711416954,275.957177807,277.447524406,276.17400915,276.915096462,276.135077569,274.994590557,274.238638419,275.213718846,275.175114427,276.004500713,277.531658602,274.636957772,274.312723657,269.906913587,273.314414591,275.761548682,272.121122214,274.574750625,271.606143378,272.244021929,274.053110838,275.940431504,275.415751066,270.427674274,271.279869033,274.09618143,274.045726767,275.173832299,276.303339654,272.567788425,274.044677026,271.98775429,275.454525843,274.273075683,273.175516303,272.975562892,278.64826661,274.995583615,273.292854442,274.12687616,273.175765441,273.472459423,272.145512524,272.318767517,276.02047491,273.047285085,273.330164053,276.309459465,275.448867762,278.050087069,277.789871718,274.062896302,274.362815559,274.135174696,275.549903727,273.067761569,272.487461835,276.122370713,276.606670235,273.282603605,273.899079077,276.987814105,276.590454501,273.129170631,271.812382738,273.242316864,273.597092254,276.426782354,274.728060111,275.552837296
2006-05-01,282.166655418,280.095209179,276.54683865,277.082795869,281.265475799,282.322067982,282.514988792,282.846707403,281.147022892,282.703878866,278.693909556,278.371638423,279.594563125,277.806266751,281.190535996,281.128845161,282.097389715,282.466512812,281.062762595,279.983195058,280.602216697,279.677174468,280.851845577,281.264247287,277.144325058,282.186333033,277.209455521,276.937673722,279.301868048,276.168386316,280.062405178,279.007866605,279.288307439,277.929337651,277.435862231,277.377708805,281.423732547,281.661250237,276.013625747,276.931317911,277.597772809,278.776517978,277.741493384,278.664089414,277.353907133,278.935262485,278.293740223,278.330084543,279.578809325,277.029480284,278.762437749,281.022862744,279.502806024,279.620463961,276.425762542,279.084173053,277.400478709,279.808936669,276.062293476,280.788467458,277.776289822,277.972445222,279.688276757,278.610690949,282.164368632,279.795420809,280.257864054,277.340419947,277.605172997,281.18399723,280.22193671,277.871110785,280.658567592,281.092896116,279.112135253,283.027772052,281.032207633,281.195323317,277.176276124,278.275174598,279.041867272,276.730473079,281.42019033,279.693596795,282.032277191
2006-06-01,287.636065652,285.66646461,282.326098291,279.689784362,286.743441023,287.445253265,287.028222155,286.156117432,286.76103121,287.126434161,288.244291486,283.533260521,284.650049873,285.08642546,284.167077465,283.977704825,286.116334845,284.809844234,286.938102465,283.823188537,284.854593177,283.291498873,283.76511323,285.0681851,284.937810978,284.996211564,284.07637868,282.903843083,283.500202948,285.955815202,283.509587017,285.464279777,284.067980852,282.846288277,284.688637876,283.177009725,286.722325325,286.321370289,280.65758817,282.499663421,284.046814228,283.083162379,282.905706489,282.70050374,281.529165908,281.359010334,280.579633746,282.931998364,283.633840978,282.078327703,281.75495016,287.028028991,286.385592272,286.445386441,281.76971712,283.91331315,284.433746244,284.466618145,283.857531122,284.203894647,282.614513237,282.340247382,282.835594011,282.460943238,285.28281342,285.363046884,288.351451708,283.196868819,283.586437154,284.833802325,283.798638307,284.485502891,285.822549669,284.417255308,283.392154599,283.59223394,286.069683174,284.209420551,283.056472557,282.230301111,283.660002124,280.227497549,285.788632916,284.60283607,286.152587149
2006-07-01,288.111059459,288.360235493,286.092985099,283.101243719,288.63042638,290.539054849,289.230673926,289.094473651,289.111950305,289.808033344,288.027496108,283.016593398,286.291461735,283.872547472,285.514394968,287.411439261,287.167896373,286.749532145,286.681089575,285.460309743,287.425677939,284.040729711,284.994201623,284.936089986,287.775079982,286.773433335,286.89946419,288.021884735,288.564557712,288.626852993,285.496338565,285.796605435,287.591512011,286.589377715,288.561771339,287.498462395,288.640099775,287.213842633,282.497340543,285.25422325,285.595491047,284.549139574,284.772369196,286.588667685,284.661636262,285.333421363,285.379240936,284.626589802,285.407794033,284.64240616,283.491641732,289.626410623,289.518348109,287.674996672,286.378876641,288.023723983,287.23403676,289.089174821,287.208457837,286.616771683,286.58531612,285.35950832,286.70641758,286.964998046,287.537688941,288.408278109,291.153119838,287.003980421,282.070170818,287.750441361,286.689892505,287.467422255,288.31015485,286.196961081,286.357997134,286.425127875,288.270168429,284.078943902,284.48551934,282.268998132,283.176185693,281.895835547,286.975077299,289.559972932,287.739324283
2006-08-01,287.580440786,288.601111791,284.571693688,281.656042103,287.621841015,286.099858962,288.164507835,287.718464983,287.787969747,289.529386632,287.020430766,281.900195943,286.024753102,282.553913686,283.851429976,285.038130372,285.114466676,284.105521153,284.459267803,286.933937403,285.149763005,283.376195598,284.699034687,284.124773507,286.133176319,286.934617781,287.600340541,286.684413317,288.1820489,288.462895052,285.643176835,286.391649325,286.703001904,284.87888782,286.072433691,285.782797848,286.974505204,287.382790717,282.089051368,284.563329026,284.396329351,284.241024218,283.846521889,284.170947382,283.087972573,284.026397489,284.916893027,284.392597563,285.474320969,284.009074739,284.888692589,289.327502296,285.706028327,288.126604789,286.092444015,285.969198128,286.377385824,286.706042724,286.50453423,286.340077042,286.139867181,286.543179603,285.599200875,287.951311957,290.076092149,287.367936098,287.579307899,286.330748928,282.02585411,286.433780267,285.971757877,286.770198012,287.024067341,284.448330982,286.45984909,287.351379908,287.078905517,281.620564974,284.319387785,283.74287258,283.126439774,281.936567089,286.902834807,284.510840708,287.567311459
