model,IPSL-CM5A-LR,GFDL-CM3,FIO-ESM,FIO-ESM,FIO-ESM,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,GISS-E2-H,MIROC-ESM-CHEM,GFDL-ESM2G,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-ME,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,GISS-E2-R,HadGEM2-AO,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5,MRI-CGCM3,GFDL-ESM2M,bcc-csm1-1-m,NorESM1-M,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,bcc-csm1-1,IPSL-CM5A-MR
run,run1,run1,run1,run2,run3,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run2,run3,run4,run1,run1,run1,run2,run3,run1,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,0.625596335972,0.532028733826,1.51682848076,1.54600874633,1.79146458757,1.23084315833,0.476887804802,0.526623519395,0.631148725219,0.563107903476,0.603749658562,0.947510158572,0.746243244452,0.539853988687,0.714880265141,0.780946671004,0.924395219479,0.990915798276,0.68051095295,0.590405582731,0.824850796836,0.690971090226,0.481322507253,0.2947361562,0.678306557102,1.06655786924,0.326570814508,0.542102409122,0.576199842109,0.538435518579,0.683263187099,0.877579632438,0.997824481776,0.933863759041,0.546277145584,0.62300083885,0.381229601396,0.404766200239,0.762301869736,0.457547891212,0.445219183945,0.412030470986,0.573780756071,0.644542468784,0.960736074818,0.800353460778
2006-02-01,0.699607811652,0.374230680153,1.71402301706,1.48698284902,1.83340938186,0.883480458053,0.402607806038,0.529441161583,0.709730592449,0.597856444949,0.265973866585,0.768592584816,0.788428695048,0.471856850111,0.914671338179,0.486494698772,1.0796063198,1.18540217443,0.849845039831,0.757429001403,0.809483856227,0.318452982304,0.79622183131,0.357236558481,0.501891725842,0.983264834187,0.269767158421,0.534147972218,0.699248268733,0.298162788142,0.732984581281,0.729263375054,0.907671724776,0.976065278053,0.793648199416,0.807528264533,0.676416395895,0.85295525349,0.631794192777,0.624197261534,0.398454395017,0.621647229305,0.493972922208,0.573431428348,1.22017028074,0.599517174742
2006-03-01,0.994581183844,0.549445173653,1.78049766816,1.13286730377,1.91148342346,1.08226448734,0.811824676451,0.715942730389,0.617040903783,0.693082431137,0.412650630009,1.08333940732,0.727048045655,0.608397696114,0.994042775418,1.03441038546,0.786875760136,1.25662278707,0.616620372698,0.685465889619,1.02691264525,1.02635280409,0.938879542521,0.784005438187,0.982059077734,0.856045544505,0.816568476405,0.427314217053,0.602193203847,0.575723850508,0.660115337111,0.674091807661,1.15598423472,0.915638685226,1.0005353658,0.922645865937,1.09435496615,1.14904243029,0.903630600647,1.07386067541,1.01972930185,1.05184260497,1.08987981947,1.07326826016,1.11906135806,1.26100611769
2006-04-01,1.03836323539,0.961061508886,1.76660355558,1.74498229607,1.31499991835,0.975313096965,1.20531072828,1.02039854318,1.015409379,1.25178323616,0.900184693434,0.920474935252,1.45515750626,1.06251197315,1.4138330666,1.0438490531,1.02004936024,1.15902161141,1.13036175452,1.57580488944,0.955457423716,1.30398700583,1.40576729338,1.7816564472,1.16014525406,1.23933475802,1.37227028139,1.11064132902,0.777509464951,1.04242687561,0.716445197264,1.24028226447,0.96287589979,1.00032484531,1.42831020729,1.39367026572,1.53089681106,1.27193228495,1.53288690174,1.42295468819,1.42659592766,1.44079114962,1.39202817152,1.68666408369,1.42021704472,1.52129246942
2006-05-01,1.25554132213,1.58662559202,1.71494906025,1.70805969123,1.55800501817,2.42219337209,1.77750767513,1.6809212548,1.57863841103,2.11714913246,1.54773705373,1.79811386244,1.93885249638,1.85421285205,1.68389690078,1.64660156459,1.48615874783,1.56706142451,1.53360561946,1.54723281053,1.30376870009,2.52950703424,2.3146984691,2.20427476666,2.0492038965,1.42451069971,2.54134069586,1.38620145413,1.81719962717,1.54025303843,1.34255772561,1.68842310567,1.6174584916,1.59436249733,2.00271023338,2.05524979371,2.01282102558,2.19565273957,1.88389517925,1.83805266227,1.86299675009,2.09207148709,2.24175482405,1.83660097466,1.52584151802,1.42985678754
2006-06-01,2.04069880832,2.11500342291,2.442729477,2.39281295925,2.81500350426,2.77398568721,2.16172134794,2.27201433782,2.39835816981,2.01017906062,2.21671827896,1.87994743135,3.24186381707,2.19225792049,2.31867046621,2.8237154818,2.35391243047,2.28018319717,2.08271871486,2.52727373615,2.17209295154,2.41736671322,3.0318415893,2.89378971032,2.93357461,1.92992917246,2.64567930835,1.94452707515,2.45855416729,1.96204548338,2.02889932908,2.6774545552,2.25628744563,2.58294320107,2.32437391721,2.47656086721,2.51386625616,2.36503692305,2.05488959253,2.19180702631,2.17556319402,2.20676861961,2.45759539215,2.50997994559,1.98285563691,2.44085285704
2006-07-01,2.70168532641,2.42628405356,2.62519093935,2.43851846256,2.42061097823,3.09792732595,2.55177935598,3.12420324458,2.69248893081,2.64511691618,2.53837419408,2.00147630144,2.69549117015,2.64946919698,3.38377960322,2.62832952958,2.9379800223,2.82004359604,2.57957443595,2.67390678639,2.58219650101,3.02819191621,2.35693973524,2.91726605251,3.01737597893,2.03855456884,2.88261312361,2.54562862111,2.94125201742,2.74248815301,2.35511561927,2.79372376216,2.2353831129,2.86550188065,1.95407803436,2.15727114366,2.63983062481,2.69784374587,2.13834515757,2.26323051954,2.66149573409,2.54990819897,2.40611575411,2.6258606228,2.40260880086,2.67911959333
2006-08-01,2.12405391571,1.90937583787,1.94243303814,2.22812026576,2.09727451528,2.61803635383,2.60883698674,2.53363116656,2.37923787975,2.11453057459,2.56365124797,1.98692037598,2.69412895685,2.19430232428,1.66098084042,1.97331677737,2.36087305057,2.55125635826,2.42372175359,2.29042904813,2.46460399529,2.43587767433,3.09412483187,3.1113805584,2.25603620812,2.12890691858,2.57910852137,2.73916064822,2.37052155748,2.27553383698,2.28867674386,2.28457428542,1.70315643015,2.12696695328,2.4176213651,1.79906145657,1.81811808887,1.60008744497,2.14698429817,1.82155733355,1.97108158144,2.17096869749,2.05135157487,1.81870172483,2.00523942059,2.51606949194
