time,bcc-csm1-1-m,ACCESS1-0,ACCESS1-3,IPSL-CM5B-LR,CanCM4,FIO-ESM,CMCC-CMS,MPI-ESM-LR,FGOALS-g2,HadCM3,MIROC-ESM,MIROC5,CanESM2,MPI-ESM-MR,CSIRO-Mk3-6-0,CESM1-BGC,inmcm4,GISS-E2-R-CC,BNU-ESM,MIROC4h,GFDL-CM2p1,GFDL-ESM2G,CMCC-CM,EC-EARTH,GFDL-ESM2M,CCSM4,NorESM1-M,IPSL-CM5A-MR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,MIROC-ESM-CHEM,NorESM1-ME,HadGEM2-AO,GISS-E2-R,HadGEM2-CC,GISS-E2-H-CC,MRI-CGCM3,HadGEM2-ES,bcc-csm1-1,CESM1-CAM5
2007-12-16 12:00:00.000000000,267.48416937,268.382008144,275.421671549,269.970746994,271.664674886,272.129052734,269.134129116,268.50174299,265.22299703,,275.637701416,272.286774902,273.432733154,268.248430525,270.751778739,273.996411256,275.316612898,266.760438283,267.293898519,271.331180833,266.908533732,267.431042141,266.931712141,266.343424116,270.843385484,275.347865249,267.956268311,263.819784982,272.068964005,271.995404561,264.994898071,271.000344594,273.020729574,267.651480103,,270.422022502,,271.508544922,272.704923357,,269.235746257,265.307890921
2008-01-16 00:00:00.000000000,,,,,,,,,,265.988810221,,,,,,,,,,,,,,,,,,,,,,,,,269.002240862,,264.753306071,,,269.237912133,,
2008-01-16 12:00:00.000000000,269.127425058,267.474549793,272.792507353,272.524967194,264.424544271,271.363667806,267.125053188,267.944861712,269.544753011,,271.253727214,272.478550415,275.657354736,272.580583845,266.275927734,271.116189051,274.475164795,272.063747406,266.38098348,268.756733107,270.093521118,270.575088501,263.952070756,266.906315395,267.559285482,268.757916383,259.632873535,267.253631592,268.218317032,271.779145559,268.483237915,271.909516652,272.71860555,274.857270813,,266.706200918,,272.443253835,270.724852789,,264.873482259,271.364278466
2008-02-15 00:00:00.000000000,269.640107291,,,275.392904282,272.080865479,268.187101237,,,265.956528727,,,273.395753174,272.858632406,,268.324451556,272.167676829,275.409660121,271.658390045,269.264573161,,,268.445588854,,,270.698272705,269.231161407,272.491760254,271.328268869,270.901720047,273.185035706,,272.695639292,,265.262091064,,270.768953959,,271.71369044,,,271.012243652,271.847632514
2008-02-15 12:00:00.000000000,,270.893279303,273.675399054,,,,269.234366281,271.762800816,,,273.261354574,,,271.839130511,,,,,,268.484508159,270.734961616,,267.237243961,269.855200631,,,,,,,269.321125488,,274.223598226,,,,,,273.336895897,,,
2008-02-16 00:00:00.000000000,,,,,,,,,,269.907618205,,,,,,,,,,,,,,,,,,,,,,,,,272.336300805,,265.212056478,,,272.905097598,,
2008-03-16 00:00:00.000000000,,,,,,,,,,271.005691528,,,,,,,,,,,,,,,,,,,,,,,,,272.756293887,,271.783360073,,,275.28439767,,
2008-03-16 12:00:00.000000000,273.93313308,275.161055792,277.63096764,277.452383041,271.52076416,270.465698242,274.313695417,272.968514579,269.218798828,,276.221185303,274.168709106,273.958648682,274.283154297,274.100648717,276.102984188,277.054622105,274.77232488,269.062304687,274.505473546,269.865544637,268.838723077,275.668495255,273.022660028,271.659630669,275.945213241,272.527099609,273.248070417,268.259950638,273.593434652,273.034089966,274.645434062,275.096366374,274.635516357,,273.509803772,,274.582169851,276.000200181,,272.98649292,277.15562516
2008-04-16 00:00:00.000000000,275.343761262,281.490423293,278.936990647,280.030355453,274.724763997,275.066538493,280.98472726,280.117153495,274.728540039,276.564707438,279.409429932,279.002451172,276.588405355,280.721124268,280.248552595,277.334115077,280.019212123,278.16981252,274.250697835,279.027658024,273.940149943,275.069520738,278.791451502,275.721101307,274.224099053,277.186798712,277.821594238,277.891380964,275.259103775,277.066274007,277.052242432,278.353326162,279.321732585,277.87722168,279.53339495,277.128312429,277.450802758,276.968377431,278.034849984,279.23025658,276.226472982,279.294988151
2008-05-16 00:00:00.000000000,,,,,,,,,,282.184041341,,,,,,,,,,,,,,,,,,,,,,,,,285.312460037,,284.734723772,,,282.959558396,,
2008-05-16 12:00:00.000000000,279.73639025,284.623328799,284.574948265,283.600162506,283.563020833,282.772831217,282.435001046,283.452380371,280.900832113,,284.095037842,286.453052979,284.169527181,283.549019078,282.082090541,281.637466585,283.120927211,283.129332225,282.871431478,282.548479542,280.989562988,280.565402561,280.811007721,282.201950437,280.757522583,283.75821786,280.595428467,281.663226318,280.373750687,280.435679118,281.876300659,284.526832581,285.787548828,285.215629578,,283.862499237,,284.618890127,282.311702547,,281.190911865,283.655671399
2008-06-16 00:00:00.000000000,288.148779733,288.351390294,289.37164016,288.661193848,287.230104574,286.431964111,287.10660662,285.15196882,285.129707845,282.919621785,288.952475993,292.193369141,289.148103841,284.540136719,289.66363787,289.89695601,285.909499686,288.533952077,288.597473145,289.011182323,285.969175551,288.745279948,283.739523531,289.208229065,288.08199056,287.694693517,287.399414062,288.212030901,288.338884354,286.077692668,286.3650177,286.015724182,289.460858154,287.459606934,292.408914475,286.885697683,290.054165795,288.243353526,285.007365272,290.232522147,287.063293457,289.395684136
2008-07-16 00:00:00.000000000,,,,,,,,,,288.620966593,,,,,,,,,,,,,,,,,,,,,,,,,295.347713652,,294.351459322,,,295.647439139,,
2008-07-16 12:00:00.000000000,292.937767755,292.601511637,293.998833793,289.644453049,292.431306966,289.4696757,286.7918893,288.117766462,289.667234294,,291.959759521,295.333725586,297.121244303,288.104298619,296.182691302,294.507321136,288.029632568,285.4160525,292.886706543,293.845070975,291.623816596,291.667053223,288.535038187,292.46501196,290.668321398,292.533846768,291.882629395,292.428309849,291.645570755,287.857491811,292.318371582,287.678962708,290.121311442,292.233190918,,287.56180191,,286.546446482,286.931668599,,290.618729655,293.038653749
2008-08-16 00:00:00.000000000,,,,,,,,,,289.705673218,,,,,,,,,,,,,,,,,,,,,,,,,297.176983061,,292.171758743,,,295.853918166,,
2008-08-16 12:00:00.000000000,292.107484363,293.96286374,294.097840082,288.898996353,291.941687012,289.643990072,287.930460031,287.544006348,287.609254964,,290.630474854,293.414178467,294.61883138,289.528880092,293.841156878,293.658342458,286.803154646,288.601397196,292.78605957,292.947970941,291.27951728,293.086931017,285.168020537,288.384848095,288.467100355,293.657104492,289.721496582,291.532851737,289.833993912,288.338746389,291.79227478,288.569194794,290.074430339,290.499421692,,289.219568888,,287.708278656,287.033053444,,293.937972005,291.664089935
2008-09-16 00:00:00.000000000,283.603871663,289.954701015,288.243656703,284.876037598,287.4131368,283.863500977,283.477051653,285.747244699,280.678245036,283.072184245,285.879184977,287.567945557,285.706038411,282.291667829,286.093123954,286.92534938,285.312532261,288.475882212,286.747623698,285.489919343,287.426917182,283.094731649,282.842839405,283.622303191,281.851557414,287.206341676,286.806610107,286.883738491,284.880428314,285.070808411,284.943768311,286.629248301,285.808406576,286.950154114,290.344123477,283.072799683,287.393252418,285.024171193,284.681845165,290.497363863,283.314508057,287.992448287
2008-10-16 00:00:00.000000000,,,,,,,,,,276.273259481,,,,,,,,,,,,,,,,,,,,,,,,,281.554535639,,279.443805513,,,280.800242106,,
2008-10-16 12:00:00.000000000,274.500506083,282.843010312,280.589489891,282.645572662,279.8765625,280.774768066,281.64899728,277.283581543,278.008211263,,280.086472575,283.239671021,279.664345296,278.690220424,278.475280762,281.78039335,280.69239502,282.780728658,281.062257894,282.61874238,278.905149672,274.8467119,277.668650618,275.632486616,278.145470513,284.236232257,277.426696777,280.590198626,279.206542969,275.862683614,281.70592041,281.750826518,281.835902913,276.231390381,,280.628176371,,281.610062917,278.359973363,,279.268540446,281.438529583
2008-11-16 00:00:00.000000000,273.338562375,278.902925037,274.9965566,276.371110916,273.832928467,277.810296631,274.60854841,275.851318359,272.920815023,273.425008138,277.790138753,275.928102417,274.978971354,274.198547363,270.336237444,273.297988737,275.428650774,275.267712911,278.237227376,275.191621958,271.892564562,269.601574368,269.897790157,272.789855957,273.698901706,273.039557871,271.492950439,272.613319615,272.551403046,273.804550171,277.0206604,276.888558706,276.802443441,273.723150635,275.317364647,273.422222137,272.447374616,278.008136749,275.600894383,272.924466088,274.713867188,273.624565664
2008-12-16 00:00:00.000000000,,,,,,,,,,269.99554952,,,,,,,,,,,,,,,,,,,,,,,,,270.064433507,,268.693392799,,,272.050173805,,
2008-12-16 12:00:00.000000000,263.484049479,272.107341221,272.90692502,275.076953888,273.239217122,272.099888102,266.092881557,269.731665039,267.215482585,,273.778857422,273.923397827,269.728611247,268.295239258,266.98026123,274.358478585,275.230604771,268.300175985,273.069993083,273.754859782,271.035024007,266.338468764,259.688272804,268.041350228,270.520005968,268.488539262,262.503509521,269.040793283,270.584415436,272.106520335,269.138726807,271.880766551,273.930885824,268.962631226,,269.989145915,,271.066393534,274.050513858,,267.029477946,269.034906561
2009-01-16 00:00:00.000000000,,,,,,,,,,268.347752889,,,,,,,,,,,,,,,,,,,,,,,,,270.771842593,,265.630596343,,,270.548604329,,
2009-01-16 12:00:00.000000000,269.122153873,269.912407285,273.140557425,273.542041779,269.870699056,274.742211914,267.49074707,266.629368373,267.939034017,,271.625231934,272.690385132,268.701155599,269.041578892,267.87449864,275.157424156,274.930362374,269.627847036,274.801686605,269.261890672,269.459920247,268.078253852,264.54238645,268.780870347,268.139807807,265.49495042,271.686004639,269.201736886,272.517261505,271.312900543,268.298122559,272.279930115,273.166597493,267.550369263,,270.67103831,,268.290046692,273.763705299,,270.607716878,265.913453073
2009-02-15 00:00:00.000000000,268.592729296,271.956355504,274.329249064,277.170795441,275.431675212,274.762030029,270.70771746,270.794172015,268.28008016,,272.350657145,275.600153198,274.32750651,273.863014439,273.319731794,272.700936057,274.851480539,268.938465118,275.725260417,272.400887626,268.37282647,270.48141649,266.527857617,270.724645705,268.097732544,270.780052108,271.565368652,272.878393555,273.796495438,272.55699412,270.568273315,270.372280121,272.22602946,270.473829651,,269.999963125,,271.462415059,273.00037275,,268.719600423,275.303308352
2009-02-16 00:00:00.000000000,,,,,,,,,,270.967788696,,,,,,,,,,,,,,,,,,,,,,,,,266.942512149,,270.523155576,,,269.323082334,,
2009-03-16 00:00:00.000000000,,,,,,,,,,272.164449056,,,,,,,,,,,,,,,,,,,,,,,,,270.606650943,,272.119063604,,,274.843837193,,
2009-03-16 12:00:00.000000000,272.28998166,270.13999721,277.406266712,278.886966705,275.350048828,272.7518514,274.914538574,274.228670829,269.356593831,,273.05733846,277.032280884,274.342926025,273.072866385,277.018884277,278.40068717,275.867827497,272.030905406,274.965059408,274.780570747,271.464789497,271.836419,274.238195554,273.761080424,274.742914836,275.695146657,272.97064209,272.556622314,275.897525787,275.739373525,270.569776611,276.587482452,276.101861572,268.52144928,,273.181098938,,275.396799723,275.044304621,,272.606237793,275.448092374
2009-04-16 00:00:00.000000000,273.15973518,279.042969477,279.631212507,279.628051758,276.29590861,275.982277425,275.495070103,281.400832694,275.670912679,277.994735718,281.489921061,281.918189697,276.707753499,277.406425258,278.659301758,278.31485756,279.507368687,276.596622467,275.791589355,277.096945247,276.287490845,275.487187703,276.951228903,277.436707633,275.570760091,277.602549543,276.412628174,279.178824289,278.276817322,277.973726908,276.475886841,280.105600993,280.775610352,274.211579895,278.555384318,277.485897064,278.519433884,278.924877167,277.214707511,278.966436477,275.923168945,278.754505196
2009-05-16 00:00:00.000000000,,,,,,,,,,281.562088013,,,,,,,,,,,,,,,,,,,,,,,,,286.222367786,,284.113935198,,,286.381561279,,
2009-05-16 12:00:00.000000000,278.057115827,284.646740868,282.970616659,284.116855621,283.10096639,282.496413167,280.439610073,281.28888637,280.178055827,,284.941656494,288.336057739,287.034649658,284.186975098,281.622708566,281.216131037,282.257174247,280.418940226,281.528499349,283.198153573,282.96357388,283.80611674,281.62524599,281.628771101,279.862397936,283.501808244,283.478302002,283.172566441,282.007627487,280.952082316,279.520480347,282.585535685,283.757521566,280.371907043,,283.635297139,,282.903917948,281.611992972,,284.269238281,286.592609444
2009-06-16 00:00:00.000000000,288.160075596,289.198825655,287.714035034,286.160432816,286.415806071,285.995330811,285.253840855,287.092536272,286.486242676,283.627588908,289.758825684,292.990219727,292.317022705,285.628113665,289.058082799,288.7523628,284.991877965,285.08133316,288.650449626,290.780406881,285.875713772,286.746627808,283.992048167,288.064580645,285.955166287,289.539380006,287.249267578,285.825319999,288.048707962,286.457845052,285.988595581,287.710136414,290.495338949,289.239906311,291.135591779,285.289610545,289.139827183,285.207907359,284.039431981,287.937938872,284.173933919,289.152456573
2009-07-16 00:00:00.000000000,,,,,,,,,,290.721776326,,,,,,,,,,,,,,,,,,,,,,,,,295.531947545,,292.439335414,,,294.32034883,,
2009-07-16 12:00:00.000000000,297.682402838,297.494123186,291.584944952,289.555559158,292.658253988,288.11854248,287.084179688,288.126028006,290.270562744,,290.94570109,293.587001953,295.997054036,288.488325718,295.109651402,293.643840443,288.591945103,287.07138443,292.742604574,294.746353718,291.881208632,290.347074721,286.44303632,290.456048875,289.776543511,295.10485809,292.198791504,293.666191755,290.04573822,286.062108358,290.911821899,288.212469737,291.285992432,290.954457092,,287.756617228,,288.33286794,288.24063946,,292.026332601,292.610241514
2009-08-16 00:00:00.000000000,,,,,,,,,,291.760681152,,,,,,,,,,,,,,,,,,,,,,,,,295.402186802,,292.011583601,,,293.606400263,,
2009-08-16 12:00:00.000000000,293.279347738,294.497278849,294.90838623,289.430810928,294.660996501,290.956398519,287.314381627,286.141053118,288.07093099,,290.453542074,292.789785156,295.932124837,289.484179687,293.909084647,291.586912521,288.666603306,288.451037089,294.094380697,291.174508705,289.151350233,290.306967841,284.70846835,290.818164644,290.654084947,293.3931259,290.543792725,293.873136684,292.266365051,287.664824168,292.088423462,288.48196284,290.603767904,291.093305969,,288.059288025,,287.416998545,287.574231102,,291.340527344,292.356108694
2009-09-16 00:00:00.000000000,287.166467212,288.871340797,290.41646031,286.158708572,290.176694743,285.378122965,282.36136213,284.162103271,283.528092448,283.494054159,286.108605957,286.292626953,290.386199951,286.016540527,286.266267613,289.708296342,282.813830566,285.280556997,289.168601481,285.714965441,286.277533637,283.098251343,282.525071886,283.648118519,283.08200921,287.388576931,286.599060059,286.500136021,286.278316498,286.4556427,286.540526733,284.948097229,287.576475016,284.170883179,289.816210792,283.370081584,288.485793341,283.741190592,285.542988005,289.420495896,286.012510173,287.615066991
2009-10-16 00:00:00.000000000,,,,,,,,,,278.05889384,,,,,,,,,,,,,,,,,,,,,,,,,283.179719471,,277.513942174,,,282.990969703,,
2009-10-16 12:00:00.000000000,276.726761228,281.58337475,280.6292899,278.576177597,280.633687337,280.687386068,278.201218959,278.06076137,276.807434082,,280.109814453,280.997247925,280.579105632,280.893607875,277.150739397,280.186032382,280.958103725,281.499238332,281.147674561,280.663854374,277.586649577,278.863566081,278.270419034,277.443411328,281.968417697,283.469040071,281.480407715,277.663843645,278.262857437,280.980728149,279.556420288,282.887430827,283.884191895,277.39908905,,280.625759125,,281.403179169,280.41831062,,279.216477458,277.919080638
2009-11-16 00:00:00.000000000,274.630069188,274.122671945,275.185622442,278.079126358,271.882600911,277.226757813,274.544934954,273.1128479,273.914709473,275.050018311,277.276519775,277.378173828,272.469087728,277.229166085,271.940581403,274.179696131,275.913013567,273.901496887,276.864174398,274.81195239,271.994338989,272.619055854,269.444163313,274.366874332,272.853593614,275.011563696,272.163879395,271.833108085,273.148801804,270.883391062,273.731607056,276.827167511,278.321046956,273.833587646,273.572399321,273.566351573,275.180877686,275.222197215,275.259823027,272.184082031,275.878129069,274.868538288
2009-12-16 00:00:00.000000000,,,,,,,,,,271.390670776,,,,,,,,,,,,,,,,,,,,,,,,,270.514541626,,268.655861991,,,266.030055455,,
2009-12-16 12:00:00.000000000,266.992170425,270.592594692,272.249002366,275.055120468,267.922375488,272.604471842,270.131974574,270.021661377,272.946557617,,273.38221639,275.805365601,271.659958903,267.162888881,271.371098982,265.416870734,274.151509312,270.749596914,272.122045898,272.743186809,265.360344781,269.522015042,269.432628901,266.329696655,270.222881741,272.83711443,274.842773438,264.228240095,268.859365463,270.266766866,270.964363403,271.231700897,273.337668864,271.928686523,,268.784342448,,273.705359141,270.354843503,,264.32810262,269.287716644
2010-01-16 00:00:00.000000000,,,,,,,,,,272.252741496,,,,,,,,,,,,,,,,,,,,,,,,,265.42805045,,268.607219878,,,267.839808873,,
2010-01-16 12:00:00.000000000,272.985826038,271.063464937,271.928901309,269.430294037,271.601204427,265.891705322,259.732836914,270.108506557,265.179237874,,272.098506673,274.163996582,272.76957194,271.022255162,266.752843366,271.30720073,272.619527762,268.900436401,269.384511312,271.383263629,266.857309977,271.121400621,268.615411007,268.385615394,270.289942424,271.086861967,272.581085205,270.805076381,272.278621674,271.640010834,268.871870117,269.310974121,269.55824585,262.091400146,,269.859008789,,272.994983673,272.165536426,,266.060768636,267.993485268
2010-02-15 00:00:00.000000000,272.649043129,271.092346191,273.953659784,270.589483261,273.627315267,272.034720866,265.938847133,270.064547294,270.357800293,,268.580234782,273.636431274,272.655395508,275.299809047,270.329577637,272.212750984,273.569792829,268.956306458,266.65947876,268.919281006,268.027537028,270.691470676,271.737173061,269.450284322,272.397357517,274.322545832,274.852172852,272.94170881,271.756286621,273.169223785,269.660314941,274.214424133,272.854022217,268.193791199,,272.692194621,,272.573748271,272.015841166,,269.177256266,271.774812641
2010-02-16 00:00:00.000000000,,,,,,,,,,271.493804932,,,,,,,,,,,,,,,,,,,,,,,,,267.045224871,,270.949897403,,,269.965406145,,
2010-03-16 00:00:00.000000000,,,,,,,,,,271.776769002,,,,,,,,,,,,,,,,,,,,,,,,,273.822210403,,276.223230271,,,274.803071522,,
2010-03-16 12:00:00.000000000,275.798841567,276.417312622,276.204934983,278.484600067,273.365761312,276.099133301,274.833339146,273.563504464,273.708681234,,271.149798584,274.044683228,274.95201416,275.212782506,277.089808873,277.361707283,274.977373396,273.444606781,277.390209961,273.886965165,271.249599881,270.96264818,276.984397811,271.315945943,272.937452528,271.243396181,273.787322998,274.954292515,272.176687241,275.660723368,273.585313721,275.222014109,273.390030924,271.817427063,,274.036938985,,275.582135518,276.752489726,,274.356626383,274.079358033
2010-04-16 00:00:00.000000000,277.09992,280.73626055,281.744696481,279.129163742,277.390716553,276.168680827,279.104638672,278.791156878,276.637713623,277.075241089,278.268184408,281.363862915,282.591933187,278.21110927,279.403149414,278.314959593,280.321555873,275.7145106,274.795977783,278.618727974,276.300165812,275.702524821,280.260953653,275.642723447,277.396380954,281.175528478,278.254577637,277.089127023,278.247198105,278.230133057,275.497908325,279.688695272,277.316121419,278.578518677,279.485781715,276.070307414,279.60887364,279.460648855,278.312369937,279.078386579,275.907161458,277.543114248
2010-05-16 00:00:00.000000000,,,,,,,,,,283.689707438,,,,,,,,,,,,,,,,,,,,,,,,,285.086164929,,283.98765346,,,284.366578602,,
2010-05-16 12:00:00.000000000,281.2858676,283.451396397,284.152347383,284.524137497,283.323746745,282.508610026,281.397542027,280.211224365,280.802071126,,284.889978027,289.213334351,285.88390096,281.562818255,284.888225446,286.249229971,281.410311454,281.218945821,282.514961751,285.076508421,282.351126777,280.340881348,284.133231115,281.56867218,283.01433648,284.917279176,282.762390137,281.115542167,283.422826767,282.149069468,280.175556641,282.594907125,284.834877523,283.832434082,,281.57068634,,281.590908051,280.371326628,,279.672330729,285.56406811
2010-06-16 00:00:00.000000000,286.983826774,289.693697975,289.889096941,287.420257568,286.723331706,286.704764811,287.193736921,285.289432199,284.856315104,288.200698853,289.188399251,293.182351685,292.558319092,284.139841134,292.35390189,288.779458094,284.5903268,285.902267456,288.02649943,292.965086848,285.580478244,283.09801907,285.133501149,286.02327474,289.236994425,288.766979487,288.289093018,284.725039237,286.703605652,284.407913208,284.318184814,287.745932261,288.671158854,292.310418701,293.160752069,284.199804942,293.000988188,287.138482412,287.920018514,287.612827846,282.97045695,287.900181009
2010-07-16 00:00:00.000000000,,,,,,,,,,290.282424927,,,,,,,,,,,,,,,,,,,,,,,,,296.419470651,,296.125825428,,,293.870808919,,
2010-07-16 12:00:00.000000000,293.344161261,297.685264224,294.95522708,290.24810791,294.617287191,290.391953532,288.708366176,289.273002407,290.757958984,,292.238035075,294.865621948,296.268007406,287.531658064,294.91109096,291.81016895,287.739160156,289.155976613,293.505588786,294.176182528,292.23465644,289.170045641,288.912854744,291.78469231,291.129737006,293.946421922,291.072601318,292.068488421,290.561037064,287.732392629,291.369069214,287.468383789,292.868806966,292.689543152,,289.11160024,,289.301331838,287.454263596,,290.230995687,292.688945423
2010-08-16 00:00:00.000000000,,,,,,,,,,293.00386556,,,,,,,,,,,,,,,,,,,,,,,,,297.593057542,,291.591897147,,,295.788774763,,
2010-08-16 12:00:00.000000000,295.153476533,294.016709827,296.198504493,288.226730347,289.876249186,287.622428385,286.116244943,290.627010672,288.327421061,,289.042934163,293.777020874,295.563675944,286.956810652,293.24281529,293.331528481,287.165154157,287.965983073,293.224084473,293.172642583,290.108757867,290.675503201,286.565269393,289.74205998,292.339962429,292.799632679,289.396057129,293.515261405,290.222036362,286.630847931,292.398780518,287.212955475,290.501631673,289.404608154,,288.75426356,,289.580186208,287.111479623,,290.488153076,292.484797622
2010-09-16 00:00:00.000000000,286.880500067,291.162046887,291.299851917,285.811315536,286.590917969,283.604819743,283.637397112,287.690098354,283.291585286,284.870580037,285.733272298,287.098455811,287.480584717,283.32635934,284.452154541,288.220014168,284.05151716,282.945283254,287.573111979,288.253863033,286.406221178,288.256154378,281.323789963,284.764145987,283.858172947,290.503502123,285.903381348,284.721154785,287.413322449,284.442064921,284.262952881,285.763537089,285.879469808,286.819311523,290.761620658,283.906391144,288.151846749,286.943424225,283.811854045,288.874472482,286.418729655,286.475473731
2010-10-16 00:00:00.000000000,,,,,,,,,,282.508015951,,,,,,,,,,,,,,,,,,,,,,,,,281.875887916,,282.979589553,,,279.258138021,,
2010-10-16 12:00:00.000000000,278.1889336,282.120923723,279.305595761,281.888418198,278.364615885,279.085510254,278.820326451,280.112754604,278.309332275,,282.06788737,281.163527832,279.880419922,278.365031215,275.953501674,284.554346566,278.628949847,277.497431437,278.595121257,280.210074383,279.909605238,276.711535984,275.862739948,274.820811317,278.867701213,283.453204839,275.250823975,277.529700579,277.48882103,279.228486379,279.645062256,280.99667867,282.364638265,275.697821045,,280.257610321,,280.445313772,278.86903999,,276.871488444,279.020600598
2010-11-16 00:00:00.000000000,273.343381609,273.066217332,274.792733329,275.273956299,272.579032389,275.260209147,271.997377232,271.493477086,272.449149577,273.906702677,276.662457275,276.192097168,275.900531006,275.101931327,271.272872489,272.070812495,274.56511928,274.404399872,275.651157633,274.734054471,272.322419908,274.019866943,270.3995349,272.687636239,276.072660658,274.127792204,273.11541748,275.86315918,273.439739227,275.498799642,274.950663452,276.542597453,276.667287191,273.22996521,275.355827695,272.117182414,275.315205892,275.679690043,273.865080334,275.469052269,274.091080729,272.702782833
2010-12-16 00:00:00.000000000,,,,,,,,,,271.877929688,,,,,,,,,,,,,,,,,,,,,,,,,269.808785575,,269.425224668,,,269.331899007,,
2010-12-16 12:00:00.000000000,269.336598714,270.994771322,271.710146949,269.364034653,271.693636068,275.166426595,266.027966309,268.885339355,271.742317708,,276.023052979,275.071402588,273.658555094,272.402591378,271.446904646,270.654353286,274.473067801,271.859668732,273.037410482,267.797727123,267.189797295,272.679148356,266.044402151,269.794232686,271.870115492,270.965692077,264.230651855,274.178667341,272.376613617,270.229419708,273.314194946,270.451802572,274.917903646,266.564413452,,272.11792628,,270.576057434,271.559839158,,274.061043294,269.99058579
2011-01-16 00:00:00.000000000,,,,,,,,,,267.598871867,,,,,,,,,,,,,,,,,,,,,,,,,269.048998152,,268.432701474,,,269.047405425,,
2011-01-16 12:00:00.000000000,274.47324335,267.80267552,272.075775873,264.339705467,274.44401652,272.070222982,267.232599749,271.298721749,269.51796875,,273.666768392,274.250407715,272.040779622,269.005984061,271.526927839,276.301166881,269.476726423,271.393527985,266.650276693,265.28709023,272.753326416,269.238330417,266.365233142,266.753198896,270.837987264,266.856663868,267.494689941,273.676304408,268.92061615,270.989266713,271.719986572,274.095752716,272.981276449,268.146696472,,270.562665304,,273.297178904,271.760525295,,272.394917806,271.913157762
2011-02-15 00:00:00.000000000,275.394196647,267.952888852,272.37991115,272.785064697,271.711956787,276.269439697,264.015898786,267.897992815,271.191674805,,273.637209066,275.095817261,271.674458822,274.379029192,270.753333391,274.929958459,274.737960379,273.16147995,271.254083252,268.975388047,273.619842529,271.418558757,270.69007704,264.684129624,272.319893731,272.957800971,267.966064453,272.646624756,272.488695145,269.602834066,271.922971802,273.653065999,273.702020264,269.07774353,,272.743433634,,269.82115682,274.33812314,,271.705212402,272.893128366
2011-02-16 00:00:00.000000000,,,,,,,,,,269.540720622,,,,,,,,,,,,,,,,,,,,,,,,,268.147503081,,268.093906948,,,266.853730701,,
2011-03-16 00:00:00.000000000,,,,,,,,,,273.849263509,,,,,,,,,,,,,,,,,,,,,,,,,272.28720892,,270.50045631,,,273.161904471,,
2011-03-16 12:00:00.000000000,274.880461193,276.014066424,276.432552519,273.464414597,271.415435791,274.506235758,273.678393555,274.653635951,270.602296956,,274.073535156,277.516002808,274.47113444,275.567367118,276.727539934,276.417000202,277.082551793,274.413074493,269.188387044,270.903096169,274.149890476,272.467788696,271.852300162,271.08622778,271.411261664,277.149686563,271.053619385,275.211119734,274.291257858,276.271313985,271.540167847,276.221452077,276.092026774,271.45770874,,273.638151805,,273.714342753,275.08665757,,271.936086019,275.189451892
2011-04-16 00:00:00.000000000,276.783273243,283.096169608,278.454022362,281.234092712,278.719093831,277.832501221,276.736279297,278.340946742,274.546677653,278.506693522,278.120410156,280.980440063,276.480684408,278.546682303,278.726005336,279.857307511,279.46646031,278.498603821,273.383296712,274.879198442,275.340286255,275.446234809,279.049247356,275.143203735,277.977654351,278.816950634,274.668151855,279.366029576,276.216068268,278.303151449,276.670629272,278.717615763,280.120635986,275.731840515,278.405516852,274.577191671,278.92893764,278.454031626,277.036726815,279.629302979,275.66361084,276.040941643
2011-05-16 00:00:00.000000000,,,,,,,,,,281.630269368,,,,,,,,,,,,,,,,,,,,,,,,,284.224612281,,284.487503778,,,285.304021926,,
2011-05-16 12:00:00.000000000,282.151264372,286.669756208,284.965897333,284.02100563,281.285888672,283.917154948,283.581314523,281.924657331,278.149043783,,284.677860514,288.304005127,284.119669596,281.836809431,283.55947004,282.962897098,283.650918143,282.69740804,277.969333903,282.134379227,281.711754693,281.959118313,282.697034431,280.627912612,281.607082791,283.778490163,280.628112793,282.066602434,284.36259079,282.556447347,283.687305298,283.024705251,285.76431071,283.475985718,,280.539517721,,284.705908457,280.941064017,,284.949029541,284.498704698
2011-06-16 00:00:00.000000000,288.099000113,288.962727138,288.964052473,286.521127701,286.280495199,286.856628418,287.058898926,287.540599714,285.404361979,286.708546956,290.320646159,291.849465332,294.84450887,285.336930629,290.669533866,289.473653774,285.5859375,285.057008108,287.038124593,289.626561609,287.005286323,285.533237033,285.399654812,287.965789432,285.55201043,287.303220498,289.035827637,286.522090367,287.208234787,286.542435964,287.787160034,285.829875946,288.958109538,289.036117554,288.134942191,285.73446401,289.032525925,287.17166392,285.940466018,290.875159854,286.009859212,288.556447347
2011-07-16 00:00:00.000000000,,,,,,,,,,290.442779541,,,,,,,,,,,,,,,,,,,,,,,,,296.434712728,,295.363121396,,,295.462560745,,
2011-07-16 12:00:00.000000000,294.420887538,297.019845145,295.507088797,289.413394928,290.507399495,291.311049398,286.178299386,288.130433873,288.116408285,,290.673891195,293.715256958,296.85546875,286.589453125,295.842286028,294.844137481,287.10407802,286.778675079,292.100581868,293.169111832,290.077928331,290.277659098,288.770260589,291.304183597,290.828859117,295.254478069,291.588562012,290.567200579,288.225528717,288.44466273,290.191140747,287.170229594,291.478564453,292.923847961,,288.056502024,,289.429111481,288.067944118,,291.834320068,293.060462104
