time,bcc-csm1-1-m,ACCESS1-0,ACCESS1-3,FGOALS-g2,FIO-ESM,CMCC-CMS,MPI-ESM-LR,IPSL-CM5B-LR,MIROC-ESM,MIROC5,CMCC-CM,MPI-ESM-MR,CSIRO-Mk3-6-0,CESM1-BGC,inmcm4,CanESM2,GISS-E2-R-CC,BNU-ESM,CCSM4,GFDL-ESM2G,EC-EARTH,GFDL-ESM2M,NorESM1-M,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,MIROC-ESM-CHEM,MRI-ESM1,NorESM1-ME,HadGEM2-AO,GISS-E2-R,HadGEM2-CC,GISS-E2-H-CC,CMCC-CESM,MRI-CGCM3,HadGEM2-ES,bcc-csm1-1,CESM1-CAM5
2030-11-01,4.87038621594e-05,3.6551292418e-05,5.5393531641e-05,4.82062013665e-05,4.28576490473e-05,1.97973576308e-05,7.78093925744e-05,6.02839759267e-05,6.60151212287e-05,4.09927214969e-05,1.75059488751e-05,2.24031349977e-05,3.85165856447e-05,3.58721712142e-05,5.13846956372e-05,4.04238177907e-05,3.97367775804e-05,8.77545913681e-05,7.39167062236e-05,3.20189561636e-05,8.07898183201e-05,7.14456826548e-05,5.10763384227e-05,3.58277738542e-05,5.76914520285e-05,2.26271436361e-05,7.14417947165e-05,3.8137326469e-05,4.66101219558e-05,4.00388785541e-05,6.031004774e-05,4.82013982946e-05,3.07786588218e-05,5.26975852608e-05,6.27525659389e-05,3.6446886952e-05,3.50295485987e-05,5.39740979959e-05,3.75266164545e-05,4.91817850464e-05,6.88558419172e-05
2030-12-01,5.4955562107e-05,7.45410782743e-05,7.70970775756e-05,5.95387843229e-05,5.66390238722e-05,7.4521211874e-05,6.67655520374e-05,8.7346625719e-05,5.96128522981e-05,5.98522760993e-05,4.45230158735e-05,6.27874941399e-05,1.69811196948e-05,5.41293491808e-05,5.72157683304e-05,5.52758822475e-05,2.2465920362e-05,4.72929828296e-05,5.61028028651e-05,7.69688368665e-05,6.09865246805e-05,9.06356472115e-05,8.05104282335e-05,3.83326082556e-05,3.37821461341e-05,3.05013850266e-05,4.04230975732e-05,3.14392759174e-05,5.56749844615e-05,7.08514626846e-05,6.42517211093e-05,7.7365767811e-05,5.68150200187e-05,3.8291365513e-05,3.90305863654e-05,5.50717631237e-05,2.59728039964e-05,6.33909671381e-05,5.57095420282e-05,3.23892909364e-05,8.01625323165e-05
2031-01-01,9.70033483143e-05,6.19167983911e-05,4.87741715135e-05,3.05238211392e-05,6.39621271451e-05,5.55894104764e-05,5.60655108919e-05,3.3498850371e-05,3.24397336954e-05,6.99715463088e-05,5.99990591508e-05,4.68813402611e-05,4.39216484665e-05,2.95447180684e-05,3.77498915311e-05,2.93319705634e-05,6.05267013422e-05,7.35700346316e-05,9.12655024895e-05,6.75768987498e-05,5.74841818607e-05,3.10568859984e-05,4.54402361356e-05,7.76777374085e-05,5.37797283739e-05,2.09264023852e-05,3.6796076112e-05,6.04741101233e-05,5.70376211234e-05,5.37364490204e-05,5.06853549658e-05,3.39150861237e-05,2.98094779888e-05,5.55480645896e-05,2.93967088423e-05,3.94807354951e-05,6.18855192442e-05,4.71478176461e-05,4.75061483052e-05,4.58210084616e-05,3.12838571421e-05
2031-02-01,7.8002394795e-05,3.26547621756e-05,8.1287456786e-06,3.40370249736e-05,6.27875243178e-05,4.66233277361e-05,4.59210286083e-05,7.04228284576e-05,6.26154901208e-05,5.53997897259e-05,5.00030290263e-05,8.88029125885e-05,4.54893651944e-05,4.59700910656e-05,3.56763286358e-05,3.93113466392e-05,2.50008119072e-05,6.24628108199e-05,7.80681033336e-05,4.81308372602e-05,3.30644317966e-05,7.5393239058e-05,3.67173415725e-05,6.61717640469e-05,4.9038321023e-05,4.79651419028e-05,5.62679618573e-05,2.35838056233e-05,5.46202498223e-05,4.93615176917e-05,5.24442213667e-05,4.49992995527e-05,5.57185939258e-05,4.90177632173e-05,2.5303911982e-05,3.66967724214e-05,2.39705586864e-05,4.54643511115e-05,3.29149499434e-05,1.01246994594e-05,2.89993966114e-05
2031-03-01,3.79209528286e-05,3.66143780238e-05,4.85130979628e-05,4.08453717682e-05,8.83377486995e-05,3.56211900778e-05,4.25147819832e-05,4.65808489025e-05,4.23176001277e-05,5.70273569429e-05,3.07956777191e-05,4.32221310413e-05,2.94653245354e-05,6.94112951727e-05,5.16026293293e-05,3.49088271226e-05,3.74854648347e-05,6.57390461129e-05,4.74330215156e-05,2.83836877518e-05,4.53979378649e-05,3.23946048108e-05,3.4442073229e-05,4.15382788105e-05,2.47033639555e-05,3.20244937484e-05,3.73938120977e-05,1.46596516788e-05,2.06582929915e-05,4.20778578094e-05,4.61465170009e-05,3.53845746758e-05,3.0387862266e-05,3.50365196861e-05,5.04099249979e-05,2.99953715436e-05,2.43601753027e-05,5.24524118971e-05,4.17124972717e-05,4.67698582118e-05,2.67886885242e-05
2031-04-01,5.55033503111e-05,3.33702423415e-05,3.67946594062e-05,3.60362788342e-05,4.57001246104e-05,2.13460564347e-05,5.30230446852e-05,2.94335986837e-05,3.94877684206e-05,4.00875359082e-05,2.94506904961e-05,1.58124075304e-05,3.33268199029e-05,3.48148828793e-05,4.63730559984e-05,3.27856330841e-05,3.27739970013e-05,4.76330778232e-05,3.18872435864e-05,5.2543971732e-05,1.83728111984e-05,2.82793029227e-05,1.53785458679e-05,1.47902770323e-05,2.27022746133e-05,1.97500521608e-05,4.54491720726e-05,2.20623236601e-05,9.54671374605e-06,4.36914457775e-05,3.16352898694e-05,3.5267112753e-05,3.61975294471e-05,3.86180224154e-05,2.73318128166e-05,3.88051879933e-05,3.47838031303e-05,4.39131246302e-05,4.21597806053e-05,5.51802351159e-05,2.56442292837e-05
2031-05-01,2.88710487526e-05,2.77670181038e-05,2.96622699699e-05,1.8979582516e-05,3.85044029827e-05,2.01274441289e-05,1.42569146452e-05,2.68927391858e-05,2.97616203776e-05,3.68959938169e-05,2.00383437179e-05,4.00981262958e-05,4.41353987948e-05,3.55489685377e-05,5.7567530374e-05,3.21174600685e-05,3.75566268455e-05,4.11712605758e-05,8.42352249629e-06,9.75984803138e-06,3.70249429449e-05,2.2664575378e-05,1.62000760611e-05,1.35568311634e-05,2.28329791103e-05,1.60839629615e-05,2.09986953147e-05,3.7134068989e-05,3.92695543875e-05,3.56480746026e-05,4.9869006662e-05,1.23110945651e-05,3.14989582702e-05,4.49546068542e-05,4.38228631278e-05,2.76742071795e-05,1.07434025267e-05,3.3555303331e-05,1.97152411347e-05,2.3695397734e-05,2.84658068965e-05
2031-06-01,8.50724815055e-06,1.85019672499e-05,1.90736880086e-05,1.72959685491e-05,2.19582319914e-05,3.60950827599e-05,1.9677344244e-05,2.44971279244e-05,4.50326841322e-05,1.06850045358e-05,1.69929525594e-05,2.05159511617e-05,2.40427930797e-05,3.20669701574e-05,3.79144008288e-05,1.14543358904e-05,5.43081635745e-05,5.04597987553e-05,1.32897717234e-05,3.9985175287e-05,3.08108222249e-05,2.94318900968e-05,1.19288279166e-05,3.08439623931e-06,1.88430308088e-05,2.33910310641e-05,4.75484276118e-05,2.93285992302e-05,3.23805659548e-05,3.24130181677e-05,2.76251821831e-05,8.09893060705e-06,2.5994967462e-05,3.09413105507e-05,2.83199246789e-05,3.09738526691e-05,5.02004331793e-06,3.85042014733e-05,1.56888023247e-05,1.02815700226e-05,1.19886257555e-05
2031-07-01,1.06941566869e-05,9.05671151399e-06,1.93747852217e-05,1.72299945537e-05,1.51888094933e-05,2.04609731944e-05,2.98820003601e-06,1.83606306123e-05,2.80950740489e-05,1.7114249149e-05,1.33108555791e-05,1.0756627723e-05,2.80021865515e-06,1.24809966307e-05,2.02072898511e-05,1.12406792255e-05,2.61161090596e-05,2.46570414674e-05,8.6382557979e-06,9.98429008329e-06,1.51613401348e-05,2.38201841146e-05,3.51120479536e-06,3.55811266607e-06,2.0704790703e-05,1.82443175554e-05,2.79551114772e-05,2.46462914674e-05,4.66462432011e-05,2.66946368432e-05,4.24751460741e-05,6.88908282953e-06,4.00911985653e-06,4.237263848e-05,3.62335169343e-06,2.33251431988e-05,1.78366462933e-06,3.23879475911e-05,3.32053956412e-06,1.81766761367e-05,8.48923251498e-06
2031-08-01,3.44590454964e-06,6.80486068498e-07,1.40939608124e-05,1.66861615071e-05,3.83992712993e-06,2.04958304364e-05,5.67048472086e-06,2.14912686261e-05,2.32498985345e-05,1.03882254098e-05,2.02778698594e-05,9.39159654081e-06,5.65537703474e-07,9.35793588975e-06,1.09991426728e-05,9.07208563324e-06,3.68626435166e-05,9.35468393664e-06,3.39129128424e-06,1.09514943081e-05,3.25821716232e-06,1.13569230962e-05,7.16462363926e-06,2.78299159419e-06,7.91266398364e-06,9.64699251305e-06,1.78181361482e-05,1.81678337549e-05,1.96695275652e-05,3.48520957535e-05,3.7810281648e-05,4.08848553661e-06,3.19171543155e-06,3.50751822111e-05,2.29804009371e-06,1.79246080923e-05,2.43009708356e-06,3.02948322672e-05,6.43119952992e-06,1.16550811375e-05,5.92212360024e-06
2031-09-01,2.18550185363e-05,1.20530968551e-05,3.38062885649e-05,1.13465833995e-05,9.25689798805e-06,3.36377307706e-05,1.73963265427e-05,2.79684726934e-05,3.14229066134e-05,1.99540125595e-05,2.73415310522e-05,1.23686365051e-05,8.52334439898e-06,1.46786397565e-05,1.03886632197e-05,1.2752317889e-05,3.39291468094e-05,3.55149402935e-06,2.37306543857e-05,1.66015655496e-05,9.25043404044e-06,7.35930014647e-06,4.31395983469e-06,4.63284641796e-06,1.60904746476e-05,1.47294032757e-05,8.0207878644e-06,6.3245661886e-06,2.48005586248e-05,2.66118209159e-05,9.43422045806e-06,6.32315894222e-06,1.40777713858e-05,1.84959449143e-05,2.38705458322e-05,3.34174522057e-05,2.82323526335e-06,3.20570399405e-05,5.72826102793e-06,1.07105988415e-05,2.30550270315e-06
2031-10-01,4.53704765711e-05,1.68623073802e-05,3.47217755483e-05,4.67590830037e-05,5.40591381044e-05,4.83355775941e-05,2.43236186049e-05,5.20879200394e-05,3.26043120973e-05,2.48038309019e-05,7.2484866703e-05,3.98676405894e-05,9.31773603229e-06,4.76911532362e-05,4.72689783107e-05,4.17025509402e-05,3.75511854334e-05,3.48313169525e-05,1.89396683029e-05,1.78663119641e-05,1.90835588439e-05,2.21181456557e-05,2.68870353466e-05,1.10601544179e-05,2.00837539394e-05,2.50889501672e-05,2.43257168412e-05,1.21431174352e-05,3.34733113808e-05,3.37917207313e-05,4.59123621113e-05,2.60433107087e-05,4.36672688639e-05,5.19688686609e-05,3.28624022521e-05,4.54636401249e-05,8.72295640875e-06,7.40432989828e-05,2.37766558235e-05,5.90292003229e-05,2.53211300852e-05
2031-11-01,4.97529256228e-05,5.09320285411e-05,7.19128686667e-05,4.34535627088e-05,5.46903497404e-05,4.49770155163e-05,6.16887916944e-05,3.56049641823e-05,5.03156862881e-05,2.73922162296e-05,4.21573789238e-05,4.29923344719e-05,2.33254750128e-05,6.7624527816e-05,6.44141141882e-05,1.74529021327e-05,3.92799258861e-05,3.27222698009e-05,7.00211078977e-05,2.51165883027e-05,5.25663588232e-05,3.73510705079e-05,3.09927636408e-05,3.26549987221e-05,2.71826123156e-05,4.39053427499e-05,7.42990570188e-05,1.57806519519e-05,6.30641723471e-05,7.42655021895e-05,6.78608931117e-05,4.62443124434e-05,4.37966888339e-05,6.61170732504e-05,3.33052635792e-05,6.91393758719e-05,4.84174561279e-05,4.94082369836e-05,4.01879465893e-05,2.64767785969e-05,4.62683903992e-05
2031-12-01,5.76596331874e-05,7.30534228578e-05,6.04300954321e-05,6.28129282025e-05,8.07367164574e-05,4.4024305784e-05,2.4765136186e-05,1.42578556392e-05,5.89490984567e-05,4.73244964633e-05,5.1653379371e-05,7.24520027039e-05,3.23130188138e-05,5.85312741672e-05,5.5157631037e-05,8.43076541666e-05,5.65965333787e-05,5.67416291839e-05,4.97018231589e-05,4.28327697995e-05,7.39837838258e-05,3.8419333426e-05,4.88184086862e-05,4.57773408925e-05,3.17393443246e-05,4.16725168861e-05,4.14410832263e-05,5.49186126045e-05,5.71300444487e-05,7.92957284527e-05,6.16386350018e-05,4.18347128289e-05,2.55045468813e-05,5.29889150206e-05,7.72004506784e-05,7.0433350326e-05,8.8948992925e-05,7.23522210007e-05,6.26035355362e-05,4.11077618386e-05,4.8725030167e-05
2032-01-01,6.64029783452e-05,2.9850299749e-05,8.10314788309e-05,4.49255115503e-05,5.57002387116e-05,4.12993706829e-05,6.52929618289e-05,2.70561974958e-05,7.14439767762e-05,4.44501447055e-05,3.54613020494e-05,4.0745435399e-05,2.69182321582e-05,5.40464674339e-05,5.23458179617e-05,4.19611607261e-05,5.31511520118e-05,9.81576925066e-05,4.68502907777e-05,3.03823976032e-05,3.88349679573e-05,4.66236043495e-05,5.0694339734e-05,4.57647157873e-05,5.53275674455e-05,4.87851363005e-05,4.6353226594e-05,4.26457064623e-05,4.75438752119e-05,8.63402235458e-05,4.04201286225e-05,6.32946121186e-05,6.30335982697e-05,3.79214667987e-05,5.10871830643e-05,3.70384849854e-05,6.04276610829e-05,5.51268420038e-05,6.56906419993e-05,3.14532679719e-05,2.73921568943e-05
2032-02-01,5.92394520113e-05,3.88548042966e-05,7.1227879094e-05,3.3349607232e-05,2.15221391045e-05,4.02898336428e-05,8.27945839514e-05,1.98996008862e-05,5.49901689131e-05,6.10277150554e-05,3.59442486602e-05,4.44161185961e-05,5.73323045891e-05,8.25775120639e-05,5.38916738151e-05,5.28931132673e-05,4.9081245758e-05,4.87306926516e-05,5.0326886245e-05,5.68024724998e-05,5.88838593969e-05,3.40961325694e-05,1.85487788258e-05,2.70096115401e-05,3.8083243401e-05,1.83151501574e-05,4.18994485851e-05,4.17150675275e-05,2.65779406353e-05,5.13445599305e-05,1.81495343595e-05,4.72783803161e-05,3.46872104728e-05,5.17461561458e-05,4.4972863006e-05,4.53385742958e-05,3.19810278597e-05,5.03885189898e-05,3.19867399087e-05,6.05506807915e-05,3.47359189508e-05
2032-03-01,3.30091297114e-05,4.42130364415e-05,4.31891647038e-05,3.46963753448e-05,3.20307659422e-05,4.99657812595e-05,1.77872579245e-05,2.7515306968e-05,4.02693026748e-05,4.99450169445e-05,4.12397595496e-05,5.33062137297e-05,2.97756838076e-05,3.20902579805e-05,5.88649112095e-05,2.89712761893e-05,2.84858820502e-05,4.89539759049e-05,2.4601415805e-05,3.50892378265e-05,2.84514871531e-05,2.08505535587e-05,3.78646436729e-05,1.87140653907e-05,2.65743712589e-05,2.12977746514e-05,5.14477127354e-05,5.24582231083e-05,4.09268551304e-05,1.30728732074e-05,8.1472723412e-05,2.7466395386e-05,4.95876883222e-05,1.39701386104e-05,3.31448891735e-05,3.34385899047e-05,2.82154687739e-05,3.06706108945e-05,2.64482750286e-05,2.299500217e-05,4.34338908786e-05
2032-04-01,3.756073905e-05,3.06138006506e-05,3.49102361681e-05,2.78973189173e-05,2.92411955646e-05,3.95976148346e-05,4.01694967877e-05,3.31688426627e-05,3.20678590166e-05,2.08881010894e-05,2.56748253837e-05,3.05342209426e-05,4.10148616148e-05,4.44653511166e-05,5.71690549675e-05,2.50529675516e-05,4.54830604895e-05,5.59158038717e-05,4.73865417521e-05,2.95895414537e-05,3.39763227354e-05,3.35728722752e-05,4.56675516034e-05,1.77309748324e-05,1.01650085396e-05,3.21698277048e-05,3.93503855776e-05,3.76011916524e-05,1.68077758265e-05,4.18827152316e-05,3.41820120758e-05,4.49935278994e-05,2.90141920015e-05,3.72084503321e-05,2.03518492353e-05,2.02147114123e-05,4.07833140343e-05,3.46738770261e-05,3.74652071341e-05,4.35368195516e-05,2.30862401301e-05
2032-05-01,2.76043851088e-05,2.71453603177e-05,3.29920585717e-05,3.58661528783e-05,1.97700835997e-05,4.05801942439e-05,3.3822009157e-05,2.22896443915e-05,3.5013711143e-05,2.41208121224e-05,2.22368724997e-05,1.84422400447e-05,4.61604354184e-05,2.21264842293e-05,5.06230038549e-05,1.31055776061e-05,3.63008784348e-05,1.79001266891e-05,1.60822878363e-05,4.51433725175e-05,2.36139709224e-05,2.67729067976e-05,1.09547036118e-05,1.8025545296e-05,2.35917959799e-05,2.65533246875e-05,2.97579764492e-05,3.53998757419e-05,3.67107894969e-05,3.94061439389e-05,5.02666782181e-05,1.21707683434e-05,3.52609735533e-05,3.73318327244e-05,2.34466869339e-05,2.76431263918e-05,1.24651742226e-05,6.17281856475e-05,2.76202943366e-05,1.38323611585e-05,2.74655666168e-05
2032-06-01,1.44563231207e-05,1.31297151873e-05,3.25373844568e-05,3.68553890439e-05,2.99941180856e-05,3.92110286547e-05,1.87487395514e-05,3.81324022101e-05,3.99823155628e-05,4.3620770557e-05,2.99102861335e-05,1.41720873736e-05,1.92861960613e-05,1.45544252224e-05,3.56959515817e-05,4.44716812732e-05,4.53754183051e-05,5.90440825666e-06,3.06449670149e-05,4.5752114046e-05,2.88807255461e-05,7.117927617e-06,2.33362625295e-05,3.66801072931e-06,3.17098975367e-05,2.47589138667e-05,1.92325044092e-05,2.32277141527e-05,4.2056625792e-05,4.51526332351e-05,3.82812780529e-05,2.1430167476e-05,1.48073134716e-05,5.42250911053e-05,1.69963702179e-05,3.84237168873e-05,7.62909621699e-06,4.30745067639e-05,1.34490163659e-05,1.65366001511e-05,2.47172336669e-05
2032-07-01,1.87751039134e-05,4.38689414479e-06,8.97820620783e-06,2.06009027655e-05,1.93922576121e-05,1.58539956569e-05,1.37359053562e-05,2.2329716316e-05,3.46964051763e-05,1.17845007799e-05,1.26011607312e-05,1.36971881147e-05,1.3337312338e-06,5.41324802605e-06,1.40066344167e-05,1.02113827997e-05,5.54370452998e-05,1.12394597465e-05,8.84054072926e-06,2.06684691446e-05,2.39619607458e-05,2.62110247099e-05,9.19824015e-06,3.25998813977e-06,1.45111482847e-05,2.55271561853e-05,1.86036488875e-05,2.38917785828e-05,4.87135215129e-05,3.59835887745e-05,3.67534257965e-05,6.50820747126e-06,8.74903933936e-07,3.4024198006e-05,3.52735306665e-06,3.38777138988e-05,5.08163429913e-06,2.39067784269e-05,2.26074617087e-06,4.84822633098e-06,8.57320057908e-06
2032-08-01,2.11776183603e-06,2.80820561587e-06,9.31797231238e-06,1.17067441352e-05,6.31941737529e-06,3.98836813734e-06,1.0249431112e-05,3.16884041354e-05,2.73985030314e-05,1.62351788049e-05,1.8968625521e-05,7.22555310598e-06,3.72852594615e-07,2.73722602643e-06,1.06586808093e-05,4.84128281618e-06,2.55294592459e-05,4.99104596562e-06,9.91708767193e-06,1.51600872616e-05,1.06534783684e-05,5.70727402164e-06,1.01531497876e-06,1.13010418127e-06,4.50484828726e-06,1.65793552069e-05,1.82316155701e-05,1.56314160063e-05,3.06841994302e-05,2.86957151426e-05,2.00635710089e-05,6.83278436782e-06,3.37904447449e-06,2.56859081086e-05,4.91792234703e-06,1.35747419563e-05,4.23529127147e-06,2.86906582308e-05,4.86817156914e-06,2.46089173955e-06,6.37800714431e-06
2032-09-01,1.56892552381e-05,4.1831620208e-06,3.63170249459e-05,3.19294792159e-05,3.74133279214e-06,2.37336606785e-05,1.83777646661e-05,4.61773331608e-05,2.07580567803e-05,2.31175767658e-05,7.44358039075e-06,3.13611189735e-05,1.19984302013e-05,3.01783119358e-06,2.38305073513e-05,1.18837003356e-05,3.79665995069e-05,6.47221305433e-06,6.54349186061e-06,2.62777917265e-05,1.35356700436e-05,2.02015464197e-05,4.33071454609e-06,4.39147990505e-06,1.19056834397e-05,3.8475160693e-05,2.68964781753e-05,1.9167561386e-05,2.02438572311e-05,3.80781470691e-05,4.86892194572e-05,4.73088036657e-06,1.02099906729e-05,2.41373578357e-05,7.60777145509e-06,3.37516787188e-05,3.24721622746e-06,3.21076066008e-05,1.03165964257e-05,2.10544460667e-05,1.53826483229e-05
2032-10-01,4.00918157279e-05,3.0132819174e-05,3.38212353957e-05,6.9245775012e-05,4.57875567614e-05,2.61917194751e-05,5.32152343242e-05,3.28617241507e-05,3.62643257176e-05,1.96049129408e-05,1.5960882813e-05,1.95580488902e-05,7.37183685097e-06,3.42372115547e-05,3.77049339347e-05,2.34489297024e-05,3.49011371933e-05,2.40431578883e-05,1.41739107418e-05,2.92068641809e-05,3.24471800035e-05,3.01086702166e-05,2.88564715447e-05,1.92917636241e-05,2.71654240221e-05,3.078697614e-05,2.00207016026e-05,4.43928454843e-05,4.5006335237e-05,5.44683177092e-05,5.49184661785e-05,4.64282162284e-05,4.31052085332e-05,3.48322460582e-05,2.61976985084e-05,4.41433750211e-05,5.18703091075e-05,4.80415402589e-05,1.74475656725e-05,4.65578120687e-05,3.34572895728e-05
2032-11-01,4.90260278552e-05,8.42971664627e-05,6.75513315184e-05,7.05784489886e-05,9.69027969404e-05,6.34974059981e-05,3.24846893948e-05,5.99811368147e-05,9.53535686676e-06,1.75215925583e-05,2.3839082904e-05,5.81713330965e-05,2.67892587934e-05,4.74844204603e-05,6.89534969881e-05,4.49938852095e-05,4.53073046932e-05,5.38726234178e-05,8.35274516735e-05,3.94672310904e-05,2.41953101749e-05,6.89117701869e-05,3.11257317662e-05,1.85819380704e-05,2.24871134833e-05,3.63628802234e-05,4.89316455893e-05,7.03531964427e-05,4.46679148733e-05,6.88891092674e-05,8.81059526191e-05,4.32152306075e-05,8.8325438182e-05,6.00378555949e-05,3.42472616077e-05,6.97192932648e-05,3.46482993336e-05,6.98114739039e-05,6.57073894347e-05,4.86490047479e-05,4.55848702485e-05
2032-12-01,6.22940884309e-05,3.39366414491e-05,6.78618871028e-05,4.28438454643e-05,2.6000555287e-05,5.41940048736e-05,3.76145698413e-05,8.65690694241e-05,4.36164370816e-05,4.67379971633e-05,3.55157464968e-05,6.64712079535e-05,1.7578711556e-05,8.56986018812e-05,7.73878316977e-05,2.36231209177e-05,6.61629978443e-05,3.9013548303e-05,3.09638800872e-05,6.53747184616e-05,5.72429442324e-05,6.09679747059e-05,5.58567226108e-05,3.54293985765e-05,5.77928268155e-05,4.58776792698e-05,2.00468843635e-05,4.7205662529e-05,5.671123976e-05,6.17296415536e-05,4.33925322124e-05,4.17957843638e-05,6.03643723999e-05,3.1984110251e-05,3.23114854187e-05,4.22393563895e-05,3.92564143112e-05,8.70133354142e-05,5.85986561938e-05,5.17899222662e-05,6.83550940422e-05
2033-01-01,9.45932619332e-05,3.94537064061e-05,4.77604221704e-05,5.39935175766e-05,5.31543691371e-05,6.78854886376e-05,6.02575746598e-05,8.07801346809e-05,8.61103070444e-05,4.35428996934e-05,3.63462805957e-05,4.17170979615e-05,4.64050217228e-05,7.3890083311e-05,6.76432748151e-05,6.58889456038e-05,7.29141924391e-05,6.19605200579e-05,2.39754106454e-05,6.00077188311e-05,3.07690161911e-05,6.41761979649e-05,3.87475665775e-05,2.76527160622e-05,2.32995060287e-05,2.8894687091e-05,2.95861539144e-05,3.40565495941e-05,7.59798917898e-05,7.77107451237e-05,5.01981152671e-05,5.78704488817e-05,2.905468839e-05,4.81927052836e-05,4.36236268364e-05,6.54347043868e-05,5.6871875131e-05,5.30459890992e-05,1.90152689443e-05,4.33321809396e-05,6.00350999454e-05
2033-02-01,4.34840393653e-05,3.56230303039e-05,4.44281844076e-05,4.193907774e-05,8.32724748761e-05,5.8243669004e-05,3.30036905195e-05,4.58130713241e-05,7.55661909352e-05,5.60101857263e-05,2.03226172927e-05,5.57021774252e-05,5.35530258016e-05,3.55738787064e-05,7.10114688055e-05,4.43464308773e-05,4.19469423984e-05,8.1845287059e-05,4.36215023736e-05,1.80387392498e-05,2.65100127849e-05,5.02903539604e-05,1.5373716451e-05,2.9804917358e-05,2.50033770239e-05,5.9395333551e-05,2.03341428839e-05,2.5127490062e-05,2.62482201947e-05,6.6197427562e-05,3.85006345217e-05,2.9375175518e-05,6.47340003481e-05,2.50753110625e-05,3.2129172485e-05,5.4215728331e-05,3.04414134007e-05,6.98370332819e-05,1.10430368988e-05,5.20902656717e-05,4.15121676177e-05
2033-03-01,5.76148756322e-05,3.01104136096e-05,4.48544762462e-05,3.33028611446e-05,6.11017863169e-05,3.39683677469e-05,3.10693106647e-05,3.72510626221e-05,5.09208458728e-05,3.1537628638e-05,1.60805455637e-05,5.49690569252e-05,2.54537946083e-05,2.68478045499e-05,5.18663848717e-05,3.06467146705e-05,1.45818903547e-05,6.60679569895e-05,4.97404769593e-05,4.82176087139e-05,1.90714760254e-05,3.38545488477e-05,2.39525688812e-05,3.42304914284e-05,2.85432088796e-05,5.44501965578e-05,2.34975573979e-05,4.22937109488e-05,5.00750631242e-05,3.05601139795e-05,5.33420976202e-05,3.69867382688e-05,2.26868268588e-05,3.33204263446e-05,3.83531713894e-05,3.46201038042e-05,3.13531527354e-05,3.23946315651e-05,3.86014206535e-05,1.25082380691e-05,4.12623188308e-05
2033-04-01,2.60200173389e-05,3.07427361414e-05,2.59261876722e-05,3.80405741453e-05,1.58075368139e-05,3.20137578196e-05,3.92581872542e-05,3.68549524126e-05,4.65082215669e-05,2.99868878392e-05,1.87630616387e-05,2.18097157943e-05,3.17642373245e-05,2.44004850541e-05,4.76463258695e-05,3.77047352231e-05,2.82898461421e-05,3.87171772066e-05,3.07282895727e-05,2.29073754478e-05,4.22498582815e-05,3.29251489701e-05,2.57286592387e-05,1.55373214056e-05,2.1488854093e-05,3.42429265174e-05,2.73152348882e-05,3.23457005288e-05,2.37454136425e-05,3.40456425571e-05,5.59568283322e-05,1.38331664402e-05,2.38362751285e-05,3.28259512798e-05,3.26156606163e-05,2.13912313522e-05,2.48603791988e-05,4.77328195908e-05,2.22115027966e-05,4.52653475804e-05,2.98086564257e-05
2033-05-01,2.08064873494e-05,2.28806896389e-05,2.85536257901e-05,3.19794784446e-05,3.04991384231e-05,2.86451856872e-05,4.4965278773e-05,2.21173446135e-05,2.61103340639e-05,4.88011877133e-05,2.90010942292e-05,3.43951658579e-05,3.16547930717e-05,2.94605744435e-05,4.8537107224e-05,1.77202076884e-05,4.03536828723e-05,3.49759232146e-05,1.62029880288e-05,2.40929962274e-05,3.33197204522e-05,6.82104601108e-06,3.15713041346e-05,1.10691304954e-05,1.69143508174e-05,1.64172215023e-05,2.25486069212e-05,2.04418782687e-05,2.54705151785e-05,2.75558909076e-05,5.13912027816e-05,2.48911561357e-05,2.28514888607e-05,3.9611544518e-05,4.48999055932e-05,4.90824410235e-05,1.11329609354e-05,3.8095613144e-05,4.80776163732e-05,1.62646826842e-05,3.20212497117e-05
2033-06-01,1.54465064316e-05,2.32291968484e-05,1.71361378393e-05,2.30817624394e-05,2.16685951576e-05,1.35767506436e-05,3.18964244798e-05,3.89211421634e-05,3.59106492397e-05,1.48450144388e-05,3.00705138914e-05,2.74580737044e-05,1.5924665804e-05,1.14378597669e-05,5.48558295122e-05,5.67144422803e-06,4.6021365866e-05,3.07821033857e-05,3.26073237568e-05,3.79973871532e-05,1.92443454861e-05,1.2937350751e-05,1.49511160998e-05,4.66747761587e-06,3.0785333794e-05,1.4172837222e-05,2.55265499428e-05,3.61197990333e-05,3.3683816999e-05,5.14695716447e-05,4.01119696757e-05,2.64436392627e-05,2.07884905714e-05,4.42585923679e-05,2.73908957524e-05,2.96170804859e-05,3.36537596013e-05,3.26322709346e-05,2.06573551752e-05,4.18793154608e-06,2.81219318785e-05
