time,IPSL-CM5A-LR,GFDL-CM3,MIROC-ESM,MIROC5,GISS-E2-H,MIROC-ESM-CHEM,GFDL-ESM2G,CCSM4,NorESM1-ME,HadGEM2-AO,GISS-E2-R,FIO-ESM,CESM1-CAM5,MRI-CGCM3,GFDL-ESM2M,bcc-csm1-1-m,HadGEM2-ES,NorESM1-M,CSIRO-Mk3-6-0,bcc-csm1-1,IPSL-CM5A-MR
2027-06-01,3.27155147488e-05,2.20675570593e-05,4.97053062342e-05,3.63791317432e-05,4.18116785757e-05,4.7007955042e-05,2.14337564002e-05,6.34732110126e-06,1.93732725165e-05,1.23973952952e-05,4.08293551194e-05,5.0065529255e-05,2.25639971517e-05,5.24683567467e-05,4.38149937104e-05,2.81265783347e-05,2.6350486835e-05,1.91189283214e-05,2.3561839797e-05,1.89117975727e-05,2.1402551673e-05
2027-07-01,9.88689998915e-06,1.90629827064e-05,1.78467714704e-05,1.68239350205e-05,3.51982541057e-05,4.08178519289e-05,9.24796216219e-06,6.1463811912e-06,1.08502486068e-05,1.49934794799e-05,2.36524566806e-05,1.94195042392e-05,1.36418528233e-05,4.4982774322e-05,3.53831695874e-05,5.8389979541e-06,1.30606146789e-05,1.2085045455e-05,2.65171920942e-06,8.60702681393e-06,7.47046940437e-06
2027-08-01,1.6015156671e-05,1.10519188314e-05,3.09968929893e-05,2.12186099816e-05,2.51048981757e-05,2.97415105706e-05,3.8916455512e-06,1.60398218716e-05,7.24323972978e-06,3.3722535232e-06,3.94631372842e-05,8.29758723739e-06,6.55621691448e-06,2.99649791053e-05,2.93356999161e-05,3.04093556463e-06,3.95727404961e-06,3.70846646547e-06,1.35479778928e-06,1.21477149757e-05,4.87262435165e-06
2027-09-01,4.17318305757e-06,1.95994050879e-05,2.24513435872e-05,2.80039188146e-05,2.56505317111e-05,3.12161741022e-05,2.09577691142e-05,1.77025643227e-05,5.62748970623e-06,1.12579032574e-05,2.94660756784e-05,2.73766351408e-05,1.47765601602e-05,1.83959611085e-05,1.92535765235e-05,3.24694441848e-06,8.33360380847e-06,5.72318867853e-06,1.1187076562e-05,7.31919176739e-06,5.49006847125e-06
2027-10-01,3.5423127656e-05,4.59602742164e-05,4.15943621192e-05,1.07625712189e-05,6.25614956865e-05,1.55879682097e-05,3.65222033704e-05,5.29755101148e-05,2.88484453449e-05,1.94059045953e-05,4.91273776788e-05,4.33464921419e-05,2.37325205287e-05,3.15247292519e-05,4.65253676036e-05,4.09637385322e-05,3.06706311633e-05,6.8727415055e-05,1.31078082014e-05,4.97899396426e-06,7.41746514125e-06
2027-11-01,3.47240368797e-05,4.21594553094e-05,4.93886748397e-05,3.4616693556e-05,3.99607326926e-05,7.76923414378e-05,3.25247126764e-05,3.90333172315e-05,6.24978281849e-05,2.87044120861e-05,4.29897431028e-05,7.98205604951e-05,4.42968064822e-05,8.16352125228e-05,5.05953154162e-05,8.52784586901e-05,7.71769168534e-05,9.16813660297e-05,5.54860836408e-05,3.56770193321e-05,1.62709864331e-05
2027-12-01,5.96176539602e-05,5.14453623737e-05,6.6679957187e-05,4.05574674915e-05,5.64206191029e-05,6.88152202201e-05,2.10040475395e-05,3.15178143718e-05,2.06929020351e-05,3.96617828561e-05,1.75261190331e-05,7.81789936203e-05,5.25379893607e-05,3.81535748218e-05,6.1335496159e-05,5.80951290366e-05,2.77907363289e-05,7.55820947234e-05,4.58953001206e-05,6.41420323518e-05,5.20733719636e-05
2028-01-01,1.9512506924e-05,3.15699948411e-05,7.6245283708e-05,3.76875714574e-05,3.02168936059e-05,6.23470390565e-05,3.85572506679e-05,4.16925472334e-05,2.94222418688e-05,5.02134935232e-05,2.364356925e-05,8.23520900061e-05,4.29813426997e-05,6.1679763121e-05,2.14148281985e-05,5.68073380583e-05,2.13073047971e-05,1.4562960132e-05,1.53866810511e-05,3.25038651984e-05,5.72206700391e-05
2028-02-01,5.41823568483e-05,3.25069303623e-05,6.18364179293e-05,1.52196460067e-05,4.66451775007e-05,5.53131450943e-05,3.81738112386e-05,2.65221472022e-05,6.18997224592e-05,5.57717548223e-05,1.83623141273e-05,6.89559342087e-05,4.04854358381e-05,6.43633044915e-05,2.65933350521e-05,2.67245670243e-05,4.21791271925e-05,6.96189454175e-05,5.40170213104e-05,4.62022584543e-05,3.73910741213e-05
2028-03-01,3.27777669327e-05,4.26361863219e-05,3.12402464867e-05,3.37224336727e-05,2.53401137419e-05,6.8105965147e-05,5.37892545051e-05,4.27185371364e-05,2.45755929427e-05,2.90294042207e-05,3.6824331327e-05,6.17401555549e-05,4.81386371327e-05,2.44619813056e-05,3.02667998161e-05,4.86481097877e-05,2.52317328367e-05,3.44584877894e-05,2.44980528026e-05,3.38344195673e-05,4.29218747221e-05
2028-04-01,2.60207265228e-05,1.95889460883e-05,2.82967224848e-05,3.17681939123e-05,3.36497988277e-05,4.80010462828e-05,3.55620725006e-05,4.38237741698e-05,3.06127029489e-05,3.843879239e-05,2.85963110779e-05,4.54090419225e-05,2.02578122445e-05,4.44116926051e-05,1.85701593788e-05,1.51878207578e-05,3.15405073014e-05,2.58843992924e-05,3.72078362748e-05,4.11084409279e-05,2.34863832312e-05
2028-05-01,2.38896253109e-05,3.25763053297e-05,3.40962581807e-05,3.59792209019e-05,3.23827219214e-05,3.9287961287e-05,3.84656248368e-05,3.42429923536e-05,3.34104617195e-05,2.60803493196e-05,3.35576255945e-05,4.17204051094e-05,3.97723180702e-05,4.02580262527e-05,4.36302325397e-05,1.85843484977e-05,2.73139259142e-05,1.7754304281e-05,3.86059925534e-05,1.22589901196e-05,2.61872385116e-05
2028-06-01,1.09438734063e-05,3.22927714554e-05,3.49969242961e-05,3.57672729479e-05,3.09331861483e-05,4.93954891984e-05,2.62086839863e-05,1.26616891229e-05,1.24210302033e-05,2.52797739601e-05,6.41009356362e-05,4.01812489145e-05,3.75420431462e-05,4.55176573593e-05,4.85881823301e-05,1.3598095003e-05,2.75045318669e-05,6.80365110384e-06,1.51348984186e-05,8.4070247766e-06,2.0260335402e-05
2028-07-01,2.52587131371e-05,2.75634861282e-05,4.28030588106e-05,3.53607637408e-05,3.95141471851e-05,3.90409905776e-05,2.34765319268e-05,1.41786548775e-05,7.75134926698e-06,9.48411782463e-06,4.49852601605e-05,2.77062350506e-05,1.00991693386e-05,4.13571001229e-05,3.22415884584e-05,5.71629813165e-06,2.67637216482e-06,1.37610970796e-06,1.12767322982e-06,2.89241816517e-05,1.01304627719e-05
2028-08-01,1.40408242501e-05,1.00196367849e-05,2.91871115526e-05,2.20579633333e-05,1.94124105614e-05,3.01392097754e-05,1.47921252468e-05,9.22896078356e-06,1.95915964909e-06,1.32835219108e-06,3.19743586677e-05,1.77573836481e-05,4.98902890523e-06,3.80458086727e-05,1.29826471292e-05,4.35082043147e-06,3.51819449628e-06,4.89670401294e-06,7.63746790763e-08,1.22828863141e-05,8.49174383412e-06
2028-09-01,7.19545387096e-06,2.34944253255e-05,2.31917362422e-05,1.47469598051e-05,3.43414174229e-05,2.26044602338e-05,5.30438008263e-06,1.44339466113e-05,7.87192740574e-06,8.86148101623e-06,3.38091562639e-05,2.1299504139e-05,5.64850652016e-06,2.20830176301e-05,6.33815065814e-06,1.32605478895e-05,8.27517237126e-06,3.80824758395e-06,4.07556000509e-06,1.47000415078e-05,2.2894957991e-05
2028-10-01,2.80271725615e-05,5.13255599799e-05,5.51380636656e-05,2.93205223898e-05,5.43661746709e-05,4.56249945273e-05,1.0963631616e-05,4.81188949242e-05,3.20420100707e-05,4.47591955024e-05,5.77464328065e-05,3.96441091652e-05,5.20666013894e-05,4.83793347766e-05,1.55560270135e-05,4.69964678857e-05,3.29111338336e-05,2.76978335023e-05,2.41291182842e-05,4.25742906373e-05,1.41408409166e-05
2028-11-01,4.60036420691e-05,4.175888724e-05,4.44414797433e-05,3.26446232248e-05,6.0397267589e-05,1.00938814891e-05,6.32855657285e-05,6.63718650079e-05,6.59152053231e-05,5.04677269159e-05,3.76552750367e-05,5.72829849261e-05,3.66019864918e-05,3.2366462078e-05,3.91438120459e-05,5.91623678095e-05,6.3740875508e-05,4.76101740787e-05,2.98008653642e-05,4.57231737528e-05,4.31044036824e-05
2028-12-01,4.11626536447e-05,5.06100032946e-05,7.2394157299e-05,5.7395893873e-05,7.95355675791e-05,8.48873290427e-05,4.80395061054e-05,7.91688079783e-05,8.57023639583e-05,4.94921024212e-05,5.1081688639e-05,7.77980783217e-05,2.4071222791e-05,5.70884886721e-05,5.98754831016e-05,4.532561097e-05,6.46680839401e-05,2.75532765954e-05,3.60886986008e-05,3.33429956906e-05,4.90670241301e-05
2029-01-01,6.58769448592e-05,5.19256396198e-05,2.23912809815e-05,4.84648554266e-05,7.27616713903e-05,7.70712716379e-05,3.94754005255e-05,5.65738457612e-05,6.59319904116e-05,1.47819840398e-05,4.92630745346e-05,6.66727374967e-05,3.59267320495e-05,7.58627608039e-05,5.06500552243e-05,1.48040562852e-05,7.39266657287e-05,6.22311345069e-05,6.51267101213e-05,4.74517474989e-05,5.37520847242e-05
2029-02-01,9.25204076339e-05,3.33781672452e-05,7.54810866056e-05,3.09818603637e-05,3.4601607941e-05,5.72115518783e-05,4.53032682041e-05,4.522294126e-05,1.36288761496e-05,3.53415777595e-05,5.070878827e-05,9.94338427821e-06,5.27917296825e-05,6.00833642033e-05,5.55510546797e-05,8.47509600351e-05,2.54459629711e-05,4.87623692607e-05,1.44833495532e-05,1.36245948549e-05,2.67899853238e-05
2029-03-01,4.29823958257e-05,2.97012735094e-05,4.39693838416e-05,3.98235131979e-05,4.03777350471e-05,2.98033831617e-05,5.28313946941e-05,3.93234590545e-05,3.14469073146e-05,2.34078435196e-05,1.49658437181e-05,7.27608398544e-05,1.99687684297e-05,5.46703512923e-05,2.63452245437e-05,5.97942029388e-05,2.45863312081e-05,3.22650521412e-05,2.28548024877e-05,3.35784719937e-05,3.38949739151e-05
2029-04-01,3.77755086447e-05,2.84487442362e-05,3.53327153183e-05,3.71662099315e-05,1.63595081233e-05,4.63157077926e-05,3.15439254134e-05,4.49331529502e-05,2.63419285602e-05,3.27648114459e-05,2.55255507113e-05,4.44343745282e-05,3.02746602021e-05,4.75997614255e-05,4.01214504867e-05,4.87596617382e-05,4.05752850514e-05,3.69046429114e-05,3.55625318272e-05,2.03758037969e-05,3.33580290057e-05
2029-05-01,2.6384744956e-05,2.68047902712e-05,4.25184135262e-05,3.36066880482e-05,4.03955763204e-05,4.0087957556e-05,3.58864766289e-05,2.41373527296e-05,2.31372102689e-05,3.36994227209e-05,3.52629702623e-05,2.68450809926e-05,2.5706739245e-05,3.40585681356e-05,3.33049814193e-05,2.42804724924e-05,4.38483049211e-05,1.97955669137e-05,3.15951833337e-05,1.79383667273e-05,3.806474563e-05
2029-06-01,3.74152837708e-05,3.54807875359e-05,5.0932540762e-05,1.33342421941e-05,5.42934546199e-05,4.84399296511e-05,2.13220531704e-05,2.65285022804e-05,1.45627667507e-05,2.11695031079e-05,2.59823685459e-05,1.833942891e-05,1.20520497589e-05,5.1119381353e-05,1.44261172055e-05,3.59859520921e-05,1.54412005518e-05,1.01770101537e-05,1.25086698643e-05,1.52828407408e-05,1.66804558635e-05
2029-07-01,1.75476711419e-05,2.27557555187e-05,3.70120232522e-05,5.56123093645e-06,3.63618619872e-05,1.77244995787e-05,3.44884922975e-05,8.78666505764e-06,5.80666353187e-06,3.078926489e-06,4.79748583757e-05,1.8209504348e-05,1.00380644352e-05,2.85417071598e-05,7.87052165505e-06,3.25270414943e-06,7.46368275797e-06,5.83268138143e-06,3.01603156083e-06,5.9356934513e-06,9.87473762117e-06
2029-08-01,1.48440795229e-05,2.89096542095e-05,3.32121122786e-05,8.09253766704e-06,2.66719682713e-05,2.08567141954e-05,7.30404047999e-06,5.6432153131e-06,2.85531528021e-06,5.66027418494e-06,2.00501634993e-05,8.59154029816e-06,6.27062829843e-06,2.48335020063e-05,1.01804972305e-06,8.71515554767e-06,5.80554648808e-06,3.19093919643e-06,5.17240896615e-07,1.51187344121e-05,3.63887308116e-06
