time,IPSL-CM5A-LR,GFDL-CM3,MIROC-ESM,MIROC5,GISS-E2-H,MIROC-ESM-CHEM,GFDL-ESM2G,CCSM4,NorESM1-ME,HadGEM2-AO,GISS-E2-R,FIO-ESM,CESM1-CAM5,MRI-CGCM3,GFDL-ESM2M,bcc-csm1-1-m,HadGEM2-ES,NorESM1-M,CSIRO-Mk3-6-0,bcc-csm1-1,IPSL-CM5A-MR
2007-02-01,2.91353602506e-05,4.58974864917e-05,9.84976944892e-05,2.41652334807e-05,4.0708796007e-05,3.78575008654e-05,6.33221131163e-05,5.28740374832e-05,3.68301763501e-05,1.32297569464e-05,3.13306895994e-05,8.06421739981e-05,2.34230922528e-05,6.10605527202e-05,3.04700770357e-05,6.77058697182e-05,2.28733700689e-05,3.91738140024e-05,3.16573603673e-05,4.1446779566e-05,6.2560675672e-05
2007-03-01,5.36050112032e-05,3.42125309771e-05,4.55980197633e-05,4.02094366291e-05,3.88729084004e-05,3.64220015399e-05,3.28164103646e-05,3.33906214707e-05,3.27507282236e-05,3.75933051535e-05,1.46295824e-05,6.23144318524e-05,2.46002425201e-05,2.12108147853e-05,1.80704321085e-05,3.227005499e-05,2.4945534484e-05,4.66220226372e-05,2.34631848408e-05,4.20839453e-05,3.84223839839e-05
2007-04-01,1.58895046809e-05,4.32821032064e-05,4.81687293359e-05,3.63018958524e-05,5.15755255985e-05,4.44316791497e-05,3.43264886801e-05,3.17697949225e-05,2.41957735398e-05,3.99898867943e-05,2.47794717438e-05,4.57098603268e-05,2.47610852571e-05,3.88124507524e-05,3.71368010342e-05,4.34137254637e-05,2.2530045347e-05,2.5639510568e-05,2.83184390615e-05,3.95015632724e-05,2.32584021433e-05
2007-05-01,1.21830657918e-05,3.90518077324e-05,3.11819957763e-05,2.38890429864e-05,3.57895725453e-05,3.30716533426e-05,2.05176759967e-05,2.32348556892e-05,2.27142304993e-05,1.60203097559e-05,4.03368775324e-05,3.03524921037e-05,1.96851515284e-05,4.95245327069e-05,3.7536449175e-05,4.78370357736e-05,4.44724683326e-05,8.95485118235e-06,1.63542392378e-05,2.03806788704e-05,1.47941980296e-05
2007-06-01,1.84613165288e-05,4.06641224799e-05,4.66061437692e-05,2.61477244567e-05,3.91981139198e-05,4.70834803612e-05,3.05046071137e-05,3.60075745485e-05,8.69314661145e-06,1.45615382047e-05,3.49002159889e-05,2.30339718958e-05,2.55205948615e-05,4.0267065006e-05,2.7148695027e-05,2.3590667546e-05,1.60447283135e-05,1.14839467642e-05,1.41853238956e-05,2.46547385662e-05,1.20045161095e-05
2007-07-01,1.57505778402e-05,3.18799348994e-05,4.07065675063e-05,1.02190372013e-05,1.86188239771e-05,3.73949824583e-05,1.88320731619e-05,2.09553002748e-05,4.69559095464e-06,3.14888834214e-06,5.6676002752e-05,1.93348783417e-05,1.24292902378e-05,2.3462620806e-05,2.82163151976e-05,6.14037992567e-06,6.41487017753e-06,5.4234669733e-06,1.51870994632e-06,1.29074398349e-05,1.58817021267e-05
2007-08-01,1.08626753303e-05,1.11699599804e-05,4.60652167021e-05,1.7634276378e-05,2.19403755655e-05,2.42887580801e-05,8.16054987733e-06,8.51476395532e-06,5.29795111888e-06,1.13498834896e-05,3.33549877117e-05,1.57903563377e-05,4.64991134993e-06,2.78758122065e-05,8.7843138835e-06,3.30561207173e-06,2.27030424274e-06,1.93553250938e-06,9.68900312667e-07,9.04203588258e-06,1.46516979062e-06
2007-09-01,2.08179903893e-05,1.56616580019e-05,3.35547105351e-05,3.30666245645e-05,2.73082863297e-05,2.55498293579e-05,6.04490014666e-06,4.24616534774e-06,6.26590798447e-06,2.34711366743e-05,2.9494275509e-05,2.87223912892e-05,1.24558752984e-05,1.97908415636e-05,2.23955404282e-05,1.37107263288e-05,1.46351592131e-05,3.39869075106e-06,1.39304621216e-05,9.27260377921e-06,1.10830091801e-05
2007-10-01,1.62460476361e-05,1.91631853947e-05,2.35254768389e-05,3.17362793248e-05,2.5459410684e-05,4.58133647044e-05,1.82823480878e-05,4.17158380331e-05,4.54693327356e-05,3.70953341103e-05,6.95204557436e-05,4.8268734948e-05,3.92004553025e-05,5.2457125218e-05,3.59295896588e-05,6.64280830625e-05,2.79683786825e-05,1.56968271767e-05,1.52042655632e-05,4.1777516041e-05,2.04838829502e-05
2007-11-01,5.14353585004e-05,7.11093018708e-05,5.94224928742e-05,2.04876074531e-05,4.87625505533e-05,7.5360006061e-05,6.77406145163e-05,5.12890253572e-05,4.44031564257e-05,5.78645555747e-05,4.76003018737e-05,4.04051146082e-05,7.20554380586e-05,4.37941070599e-05,7.11014072294e-05,4.1173953778e-05,2.30577747321e-05,3.48234825651e-05,2.7454163111e-05,7.25510173349e-06,1.96182926239e-05
2007-12-01,8.14677682683e-05,5.71685460879e-05,6.19628560041e-05,3.05471148204e-05,6.09933429511e-05,0.000117988642887,4.03354533015e-05,3.11434372349e-05,4.33704919033e-05,3.67789594921e-05,4.19124635679e-05,8.78237979729e-05,5.99522956433e-05,5.14063926316e-05,5.76193756893e-05,4.10356753729e-05,4.28220007182e-05,4.27677332482e-05,4.36950432101e-05,5.38407120378e-05,7.04654456838e-05
2008-01-01,4.83482996287e-05,4.08886868589e-05,5.45755542892e-05,1.83350880252e-05,2.02075480236e-05,8.26079153436e-05,3.85403076406e-05,4.5544823681e-05,5.97295622356e-05,5.64434091779e-05,4.98915097751e-05,0.000104109693105,5.63108414044e-05,4.25898753173e-05,5.26185309961e-05,2.5842763502e-05,6.062940706e-05,4.06745602959e-05,3.6016759155e-05,6.45401224271e-05,5.89529392138e-05
2008-02-01,5.11498521973e-05,4.6750760248e-05,6.07743990258e-05,5.06116601537e-05,3.25018181305e-05,5.76511380738e-05,4.32070418255e-05,5.28713847627e-05,4.01145653541e-05,5.72528233533e-05,4.09316089266e-05,5.30412543109e-05,2.85470060782e-05,6.48136333872e-05,8.03408177287e-05,5.05335046585e-05,1.44378528397e-05,5.955476081e-05,1.42033087676e-05,4.48166920251e-05,4.96838211412e-05
2008-03-01,3.07786827989e-05,3.77815775513e-05,4.59669267002e-05,3.1899218302e-05,3.3929561558e-05,6.91686588349e-05,4.37185684758e-05,5.12607062737e-05,3.3929852998e-05,3.468587619e-05,3.90985531453e-05,6.56558589981e-05,1.87744237309e-05,4.67811297053e-05,3.66152350277e-05,3.19961624254e-05,5.68679048835e-05,4.68324506073e-05,1.62453020364e-05,4.34155749341e-05,2.84606694549e-05
2008-04-01,2.87142862021e-05,4.75179991402e-05,5.77423190407e-05,3.20016543992e-05,4.66174456051e-05,2.99468495844e-05,4.42047954089e-05,3.82715587499e-05,1.51988773268e-05,4.3171172365e-05,2.23560290067e-05,6.09654787695e-05,3.23604497846e-05,1.91091770143e-05,2.44856458064e-05,2.12718429328e-05,3.59212170311e-05,4.75259766972e-05,3.61678292912e-05,6.60231778359e-05,2.93733541444e-05
2008-05-01,3.35543841175e-05,2.59566306795e-05,3.95491342109e-05,3.35841552987e-05,3.24287182802e-05,5.11811137888e-05,2.37687094745e-05,2.88003925699e-05,3.6394405106e-05,2.76709303892e-05,2.81695900526e-05,1.92398321815e-05,2.52377023314e-05,5.08533582563e-05,3.26436402247e-05,2.23764194245e-05,1.20453112962e-05,3.04187178699e-05,3.43411309067e-05,1.69300427236e-05,1.72279747858e-05
2008-06-01,1.69440887809e-05,2.74428608501e-05,3.88484275542e-05,2.93097107715e-05,4.40274986317e-05,3.81498675627e-05,1.50307162004e-05,1.53214490606e-05,3.28938039729e-05,2.28619111935e-05,4.01351829472e-05,1.90480728179e-05,1.12940652888e-05,5.37606187252e-05,4.17513103659e-05,2.3055022861e-05,1.10932136213e-05,2.7692731237e-05,1.35050033902e-05,1.08890905418e-05,2.85080119933e-05
2008-07-01,2.09860144195e-05,2.88581820958e-05,3.1286612284e-05,8.40989724338e-06,2.33446435421e-05,4.01265559655e-05,7.47436196136e-06,5.73232435343e-06,1.28437217427e-05,1.78792169793e-05,4.84158067593e-05,2.73635495432e-05,8.03659790162e-06,3.0184824996e-05,1.03623631339e-05,1.52140222662e-05,7.28697884391e-06,6.65932475385e-06,7.17760024277e-06,1.18792715512e-05,7.69733251576e-06
2008-08-01,1.36400253439e-05,1.90953511587e-05,3.96937004552e-05,3.64684199303e-05,9.5278648331e-06,3.94564810752e-05,4.95273449985e-06,8.92657288829e-06,1.45956608208e-05,1.23329421098e-05,1.63319464453e-05,1.52974815819e-05,5.89680975668e-06,1.27251598431e-05,8.25081048106e-06,1.28025778146e-05,8.54325601213e-06,1.66337736118e-06,1.36661782843e-06,6.55556015883e-06,1.21574190497e-05
2008-09-01,2.13558244582e-05,2.07178588122e-05,2.1931889781e-05,3.2639398305e-05,3.25526520252e-05,3.21819975701e-05,1.28743695061e-05,1.05743596174e-05,2.70820605408e-06,1.27587984263e-05,5.94707417273e-05,6.466096238e-06,7.33103599996e-06,2.87091157112e-05,2.54684216543e-05,1.91330257275e-05,3.17627758897e-06,1.94750373339e-05,6.56305164658e-06,1.54818584027e-05,7.63702919357e-06
2008-10-01,2.03615028909e-05,6.17168416284e-05,1.19052186468e-05,2.96750171037e-05,4.55353856144e-05,3.56505526725e-05,1.00450922168e-05,2.25246322963e-05,2.71315049758e-05,4.60047017224e-05,3.22158605096e-05,3.43993035737e-05,9.73982843727e-06,4.39543801111e-05,2.4818293342e-05,5.0820550931e-05,1.63579994435e-05,5.01024478581e-05,2.47765545152e-05,2.30908949864e-05,5.24203000948e-05
2008-11-01,3.65995445577e-05,5.19411784505e-05,8.11780842923e-05,3.29846542081e-05,4.54325249469e-05,3.49327452568e-05,3.80967118063e-05,4.55975372497e-05,7.84530217061e-05,8.95321771254e-05,3.19755276905e-05,9.2136807992e-05,3.16789924758e-05,6.14992615083e-05,7.53242639904e-05,6.79255476392e-05,5.73844260457e-05,2.87070524791e-05,3.10489738435e-05,3.06961474659e-05,3.13250605749e-05
2008-12-01,3.74828390477e-05,5.43102171378e-05,7.89012202101e-05,6.14360682448e-05,4.35003435086e-05,2.29946240628e-05,5.03882004826e-05,5.43177131311e-05,4.43728049504e-05,6.42016845978e-05,4.38868838349e-05,7.6916993324e-05,5.9519076225e-05,5.48067451702e-05,6.32100589226e-05,5.70345868081e-05,2.02274055114e-05,2.3309905373e-05,2.18029754381e-05,3.99976499466e-05,5.88760174911e-05
2009-01-01,4.82146465401e-05,3.1648517241e-05,1.7197349977e-05,3.20525648203e-05,6.00099228905e-05,5.13208986376e-05,6.12562004486e-05,5.34684369003e-05,3.5956220745e-05,5.95418328625e-05,3.56075802301e-05,0.000114640355847,5.19310826826e-05,5.60010535624e-05,2.34578526235e-05,4.16336367293e-05,5.99820991305e-05,6.68964421493e-05,2.82511282421e-05,2.90695813722e-05,3.28011350835e-05
2009-02-01,3.57160046178e-05,4.79862290679e-05,6.07772809114e-05,9.202511078e-06,2.66125249103e-05,8.4242980059e-05,3.70876630061e-05,5.69867134534e-05,3.23817026583e-05,3.63392870267e-05,3.90132249966e-05,0.000118818014259,3.2048610739e-05,4.41427201362e-05,5.26051144334e-05,3.09139369338e-05,3.93649312346e-05,4.13517882407e-05,6.96227956463e-05,8.03461989562e-05,4.73213112335e-05
2009-03-01,4.56265188404e-05,4.02636009843e-05,3.74308500492e-05,1.3340936448e-05,5.1829818896e-05,3.9563498467e-05,4.52540103247e-05,4.24721913923e-05,5.74047644477e-05,4.13561377367e-05,2.25442266242e-05,3.12318758006e-05,2.54212849256e-05,1.97167653693e-05,3.69970850898e-05,3.69109412921e-05,3.23997191377e-05,6.03932421654e-05,1.71974398589e-05,4.47050059544e-05,2.89287752951e-05
2009-04-01,3.67449093801e-05,3.10524558245e-05,3.17595780264e-05,3.48668620427e-05,3.39692337927e-05,3.30155836612e-05,2.39317198268e-05,1.97494758122e-05,2.55326212937e-05,3.38254261849e-05,2.69520198799e-05,3.22563175966e-05,2.95982971224e-05,6.02997056809e-05,2.30457769956e-05,3.41977466373e-05,3.25385588743e-05,4.16942784796e-05,3.77874472179e-05,2.19251042533e-05,4.10829445173e-05
