time,FGOALS-g2,FIO-ESM,MIROC-ESM,MIROC5,CanESM2,MPI-ESM-MR,CSIRO-Mk3-6-0,HadGEM2-AO,BNU-ESM,CCSM4,GFDL-ESM2G,MRI-CGCM3,GFDL-ESM2M,NorESM1-M,IPSL-CM5A-MR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,GISS-E2-H,MIROC-ESM-CHEM,NorESM1-ME,HadGEM2-ES,GISS-E2-R,bcc-csm1-1-m,MPI-ESM-LR,bcc-csm1-1,CESM1-CAM5
2006-10-01,4.02267884056e-05,3.42944674533e-05,1.64537543242e-05,1.88509927739e-05,2.66242893228e-05,2.72347246729e-05,1.1638742421e-05,9.77801385358e-06,6.81247900502e-05,3.47458645326e-05,3.32183798896e-05,3.95521270288e-05,4.25094820255e-05,4.79771588289e-05,3.57902026086e-05,1.03105997482e-05,6.08027458308e-05,3.68714251545e-05,4.77280236737e-05,1.48455247957e-05,2.65943651357e-05,2.06651793687e-05,5.27446978822e-05,3.80234198149e-05,1.64851666861e-05,3.87917954261e-05,2.00409493789e-05
2006-11-01,3.86746215251e-05,5.2224925336e-05,3.31635372883e-05,3.56031106821e-05,4.96515178384e-05,4.60132794355e-05,3.4198290749e-05,5.21579335587e-05,0.000103185745684,8.17468060981e-05,1.28581267391e-05,3.70196588349e-05,5.15478671635e-05,6.92322937539e-05,4.08310714712e-05,2.03697884444e-05,4.86364750335e-05,5.60461503574e-05,5.73513782456e-05,1.28530648605e-05,2.95892819395e-05,3.77142292737e-05,6.26245263978e-05,7.46911764942e-05,2.76681414107e-05,4.93296286246e-05,2.07777336045e-05
2006-12-01,4.45046270518e-05,7.93195425407e-05,6.47814118565e-05,4.4114574066e-05,3.95787052791e-05,4.3070902549e-05,2.26184376256e-05,7.67165451656e-05,8.33451063954e-05,7.99787207271e-05,8.23223929021e-05,6.39756814334e-05,5.33182118387e-05,6.3726954977e-05,4.1853932011e-05,6.92731828167e-05,5.56346790669e-05,2.93827538007e-05,6.14098550689e-05,7.82809798693e-05,3.32311717102e-05,2.92021124031e-05,4.043575719e-05,2.9147957364e-05,5.11411419471e-05,3.94949129259e-05,7.68951543829e-05
2007-01-01,3.74010292338e-05,8.57733656934e-05,6.39526978678e-05,7.60171285219e-05,3.27569614456e-05,4.57829363378e-05,4.23025430012e-05,1.91074411868e-05,7.0522361663e-05,3.17126588943e-05,7.31698620358e-05,1.75772596576e-05,3.54833292578e-05,4.41604279331e-05,1.49242289159e-05,5.34363961151e-05,4.18494608615e-05,4.76258565868e-05,3.78820898845e-05,8.9140597629e-05,4.94950106258e-05,3.03651162583e-05,5.00777913809e-05,7.13830584876e-05,4.12150799613e-05,2.66485230289e-05,5.56332711266e-05
2007-02-01,5.40382170584e-05,7.82108763815e-05,5.35085963444e-05,3.65273356692e-05,3.56089921903e-05,2.80989666602e-05,6.02827585421e-05,2.21547356454e-05,6.340423303e-05,4.83505034642e-05,2.70609443255e-05,3.40880666218e-05,2.92394375821e-05,4.75852793898e-05,4.8089728989e-05,2.89671014002e-05,4.26910493919e-05,2.39275868307e-05,3.58562328036e-05,5.94676246086e-05,5.20595094713e-05,4.72876436323e-05,4.43625770004e-05,7.35305851387e-05,4.50852643033e-05,1.88746382264e-05,3.04626656828e-05
2007-03-01,2.05867279874e-05,4.36766045217e-05,3.58285992358e-05,2.59637260933e-05,4.97830802487e-05,2.60892798126e-05,2.82644898237e-05,3.18018520115e-05,8.00139122778e-05,4.83549756839e-05,4.73899340755e-05,5.87951990058e-05,3.3564801874e-05,1.42992266774e-05,4.81735334948e-05,4.86034743972e-05,3.21104773396e-05,4.59561724165e-05,3.8758454726e-05,5.69126877963e-05,5.19211442224e-05,2.1231039238e-05,2.59495092034e-05,2.8548639139e-05,3.596080517e-05,5.71692261777e-05,3.92354816935e-05
2007-04-01,3.09763587817e-05,4.50487221921e-05,3.48726138327e-05,4.57412602191e-05,2.45928957762e-05,4.11920457347e-05,3.81707728333e-05,4.08733980553e-05,4.97122314603e-05,4.64323121295e-05,2.35029946604e-05,4.95144871972e-05,3.62163033666e-05,3.0594994314e-05,2.07070183153e-05,3.67947467339e-05,3.81208391597e-05,2.84456646386e-05,2.17981677035e-05,5.84070381592e-05,3.18081781188e-05,3.06369738393e-05,5.17312563488e-05,2.97506110417e-05,3.20093810192e-05,3.32561484053e-05,2.74088161914e-05
2007-05-01,3.91048478681e-05,3.47944179036e-05,3.09296890919e-05,2.7919429067e-05,1.58449719493e-05,2.88854457072e-05,3.02833601251e-05,3.12522428149e-05,4.54060864286e-05,2.55704795067e-05,1.93645184683e-05,4.18639875599e-05,4.50997423387e-05,1.62587057275e-05,1.71483585161e-05,1.86675224541e-05,4.1031785031e-05,2.86292414967e-05,3.17505496999e-05,3.17271478101e-05,1.67878908314e-05,3.2364439979e-05,3.67286967844e-05,3.03882096389e-05,1.90563493691e-05,1.80494589586e-05,2.6109546929e-05
2007-06-01,2.89539091682e-05,3.24797291796e-05,5.9805432223e-05,2.64444386812e-05,2.17856862794e-05,2.06123388905e-05,6.85850648868e-06,2.55607765645e-05,3.9224419379e-05,2.79477297874e-05,4.07731686209e-05,5.03067545391e-05,2.94766103966e-05,8.2613705672e-06,1.10573512269e-05,1.8720704432e-05,3.43953185885e-05,2.50962427117e-05,3.62499304174e-05,3.36163389117e-05,7.00904465134e-06,1.32031606957e-05,3.69347802878e-05,2.76462486952e-05,8.33428182107e-06,5.43343404615e-06,1.19495213171e-05
2007-07-01,1.55749001124e-05,2.32815601218e-05,4.50183708381e-05,1.4198213903e-05,5.28970619366e-06,1.67927713067e-05,3.42299322464e-06,1.44617558276e-05,2.57509173631e-05,9.2327554501e-06,2.19774590783e-05,2.84441049687e-05,4.14557906273e-05,6.69259043207e-06,7.28329255172e-06,1.06112951107e-05,1.40082350839e-05,2.727330168e-05,3.9163288155e-05,4.58361975082e-05,7.04124394004e-06,2.06327923155e-06,2.95489739415e-05,1.20519763414e-05,9.97995292502e-06,9.58773690248e-06,5.72406841254e-06
2007-08-01,1.48693313046e-05,1.83763838929e-05,3.60340879221e-05,1.15391844793e-05,2.28555609283e-06,1.35174312163e-05,1.01463378936e-06,1.31055326997e-06,6.84334716918e-06,1.43482418923e-06,3.01516163701e-06,2.8133714555e-05,2.72951137958e-05,7.12856126484e-06,1.24849991689e-05,1.23297294959e-05,1.31590155116e-05,1.59777410613e-05,1.48992114504e-05,2.49802342902e-05,1.08693380469e-05,1.37336155799e-06,1.96580498179e-05,4.23240271435e-06,1.11874683561e-05,1.11205859033e-05,7.73475881865e-06
2007-09-01,2.39383774291e-05,3.50895267426e-05,1.84961286019e-05,7.4188137296e-06,9.18837071519e-06,1.59457987008e-05,7.18120039908e-06,1.90524782457e-05,8.16376788559e-06,7.7904069785e-06,7.73480183764e-06,2.46181352417e-05,2.49573603368e-05,8.21137564344e-06,1.53228172392e-05,1.59538883082e-05,1.06091616831e-05,8.73204889388e-06,3.02867080488e-05,2.97003234058e-05,9.2640180128e-06,8.81806755006e-06,2.70501323503e-05,1.75848107292e-05,1.51107815327e-05,3.05349589325e-05,1.39879581193e-05
2007-10-01,3.75657133191e-05,2.80941101664e-05,2.39570053357e-05,1.77611563277e-05,3.83191932087e-06,2.19797902641e-05,7.27368784672e-06,3.31913652406e-05,5.36431394721e-05,6.22083432954e-05,2.22131097871e-05,7.83540057931e-05,4.75728741852e-05,1.13317109935e-05,1.90183273324e-05,1.58613793815e-05,1.44789382735e-05,1.09172656869e-05,4.40681569671e-05,3.52321828662e-05,5.04618231389e-05,1.1647622078e-05,4.34311567309e-05,1.81092286496e-05,3.51456143627e-05,3.69131577221e-05,2.48490141806e-05
2007-11-01,4.01022787022e-05,6.23523001802e-05,4.04539381028e-05,7.3659173795e-05,7.20859074742e-05,6.25007777541e-05,2.79094252099e-05,5.05633520117e-05,7.26449965441e-05,7.26775557232e-05,5.47208077882e-05,5.53457849773e-05,5.54663415136e-05,2.59558528342e-05,2.71819918843e-05,1.77563417765e-05,4.56499917997e-05,6.66119845846e-05,6.03118500067e-05,4.00867886128e-05,6.58456349811e-05,1.75383691363e-05,7.35391838589e-05,4.78354238567e-05,4.3473320797e-05,2.33327499397e-05,9.40484450062e-05
2007-12-01,6.49634261208e-05,0.00010033772002,9.13460022275e-05,4.05085830425e-05,3.09885765091e-05,4.31498475206e-05,2.45417298499e-05,6.82912400624e-05,8.02250103637e-05,6.78062635342e-05,6.2217439942e-05,4.82769807193e-05,3.03092356767e-05,5.29811441083e-05,7.30772261574e-05,1.58298855695e-05,2.85219171208e-05,2.5611172905e-05,7.64548738061e-05,5.48707850006e-05,2.86435033786e-05,2.68534646412e-05,4.91993070379e-05,3.19628063608e-05,3.73186780572e-05,6.46536888477e-05,7.14332624619e-05
2008-01-01,4.75619789844e-05,7.27805809826e-05,3.97162987307e-05,9.56470004439e-06,5.80758429957e-05,4.24166517665e-05,2.61454214654e-05,6.80204658844e-05,6.07579101294e-05,2.95674459138e-05,4.71509777324e-05,3.61096233086e-05,3.80701322784e-05,4.08214218623e-05,2.83451841564e-05,3.77963681899e-05,1.2155166606e-05,3.19813812439e-05,5.94788295984e-05,6.71251530245e-05,4.04605610129e-05,3.31971503415e-05,2.70466937688e-05,5.28759084037e-05,6.48060422723e-05,3.24816820163e-05,6.11758891129e-05
2008-02-01,5.83997387973e-05,6.28272187896e-05,7.41395682174e-05,4.22625879219e-05,5.97090472487e-05,7.49811089398e-06,3.14189391117e-05,5.09737534837e-05,7.94576497962e-05,3.58066807515e-05,3.65767257588e-05,5.10832144625e-05,1.99196597856e-05,3.82135913242e-05,1.94895152293e-05,4.32302776971e-05,4.93800617581e-05,2.99595275146e-05,2.74938986327e-05,6.43178427708e-05,1.77254012215e-05,1.99413239638e-05,4.35569421597e-05,2.33680195076e-05,4.41335623951e-05,5.09828994836e-05,4.08998397541e-05
2008-03-01,4.82768208409e-05,5.37364862491e-05,3.86964124724e-05,3.85328834636e-05,2.62926869254e-05,3.48249595845e-05,2.62451005385e-05,2.27666569767e-05,3.663897769e-05,4.50987441545e-05,3.15023743901e-05,3.38757889343e-05,6.30949703514e-05,3.09776405629e-05,3.03632815953e-05,3.98657264782e-05,4.55139225248e-05,1.9839321194e-05,1.41863291958e-05,7.73101110099e-05,5.1057906785e-05,2.58440752207e-05,2.9626478882e-05,2.2174854058e-05,1.30435851003e-05,2.74033103778e-05,4.60048006264e-05
2008-04-01,2.25260502702e-05,4.06313178246e-05,2.51604002794e-05,3.81580157227e-05,3.42776755436e-05,3.38118049383e-05,2.79710859884e-05,3.17935627901e-05,6.55396043536e-05,3.20876152737e-05,2.92449363365e-05,4.42421440615e-05,3.55205502274e-05,2.50831690209e-05,3.20057495108e-05,2.66475287845e-05,3.53249351216e-05,3.453646048e-05,3.94913934088e-05,4.38487145099e-05,2.63669861852e-05,2.45021888077e-05,4.14276063718e-05,5.75229076362e-05,1.82861665962e-05,3.36980034869e-05,3.10604369092e-05
2008-05-01,3.39583490131e-05,3.23543634295e-05,4.1166094464e-05,3.18586923277e-05,9.88728684964e-06,2.66899458698e-05,4.93760346996e-05,3.91866812736e-05,3.10064272829e-05,1.20548509062e-05,3.41729722398e-05,3.20432173913e-05,3.89134148564e-05,1.88347075891e-05,1.89207589626e-05,2.53435790967e-05,3.04782070089e-05,3.69353130918e-05,3.50647518227e-05,2.87455638803e-05,1.42288595725e-05,1.86569967853e-05,3.18723079242e-05,2.17505036116e-05,6.11519790255e-06,1.65510455796e-05,2.30645919467e-05
