model,IPSL-CM5A-LR,GFDL-CM3,FIO-ESM,FIO-ESM,FIO-ESM,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,GISS-E2-H,MIROC-ESM-CHEM,GFDL-ESM2G,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-ME,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,GISS-E2-R,HadGEM2-AO,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5,MRI-CGCM3,GFDL-ESM2M,bcc-csm1-1-m,NorESM1-M,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,bcc-csm1-1,IPSL-CM5A-MR
run,run1,run1,run1,run2,run3,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run2,run3,run4,run1,run1,run1,run2,run3,run1,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,2.38740791872,2.96849732703,5.79065034639,3.80721665739,3.87752705385,3.20758613631,4.03004696764,0.889707963943,3.32692536297,3.16726379191,3.15090204357,2.3453213294,4.85533597173,2.27894092595,3.22706316598,3.47041662375,5.23848450239,2.46292722698,2.50018485706,3.64418016883,2.17837642696,4.54390454595,3.58669763611,4.2137643823,3.59586003573,3.12616577257,3.41497296118,2.11133615894,4.3786723329,4.12095119969,3.28155637426,2.99469327062,3.1897951974,2.8943502903,2.75240228149,2.54580037867,3.08472112497,2.17302065115,1.17052285541,2.75477345524,2.44514378094,3.06085455949,3.189178152,2.52327351453,2.42328182447,3.96920607225
2006-02-01,3.58336415148,4.57114202091,2.6192044468,5.45742233527,4.83871311134,3.2392668147,3.20108921988,3.20430878159,2.23906519867,3.56927965959,3.19301507161,1.70327912624,3.22515694,2.47886546395,3.19159413933,4.63274928378,4.68058786395,3.69883331389,3.82272906735,2.80855733419,2.7954060071,4.06934476716,5.42837971045,4.70989159995,2.41547615371,1.6758137186,2.6611281147,3.36654132623,4.53466777413,2.34196348713,3.15391058898,4.13275340662,1.92116103272,3.3108716011,6.44006943596,3.33694476209,3.05724006216,3.21191822971,4.69449493394,3.55614129075,2.48002008064,2.74110717209,1.40305660918,3.74388546484,4.05156246287,3.77044799135
2006-03-01,3.37039941697,3.9470436081,3.96740423825,3.53254603467,4.00047252836,2.30368165207,1.49486373106,1.86032255748,2.77955136366,3.23272800922,2.60893625681,3.75644561377,2.97856285907,2.64761088076,2.58998329973,4.09622924988,4.20001254992,3.91315005768,3.36760452988,2.88612097473,3.11455343629,4.42491978655,3.42804617987,2.84894902725,2.34166203109,2.81678557477,3.83742185182,2.02366992249,2.51943756754,1.31895719457,2.6124959285,2.47993544338,3.59998802083,2.21637606621,1.78737518315,3.46094182788,3.68727080465,3.96790794862,3.11775690611,3.42156351289,3.53499279855,2.88172719183,3.44754933017,4.0624850998,1.77296274439,3.40046089492
2006-04-01,3.51986000819,3.06183558733,4.59205483337,1.87465760801,3.49756926905,6.31967067477,2.8927126682,3.26046022955,4.41039736422,2.60956965302,2.87242650696,4.24398725937,1.26447313225,1.64271955278,3.64692874071,5.02121752066,2.99125156978,2.99084299102,2.7975292583,3.72045448423,2.42208346614,2.8353347293,7.25964925429,3.8096275977,3.04654907778,4.34625241997,4.19158283534,3.125498895,3.29195352235,3.97698183668,3.8144481123,3.6266318589,3.41156807132,2.38696122169,2.78015852116,4.29706367588,3.02587371558,2.00271354233,4.75265691109,3.78773403944,4.24529782767,3.03572283388,1.79740233494,4.7317321779,1.97859184024,4.24420345034
2006-05-01,3.7972892025,3.20951442317,3.14584320605,2.5575704467,4.25881480682,2.99977830129,4.04945461197,5.14180492803,3.36816079461,4.44329501344,4.49523385521,4.22314276718,2.35391346937,4.61373429956,2.8880854208,4.43842576034,4.25965038326,3.73229163801,3.32991408939,3.88586950352,3.1353438576,3.85768024687,2.76694001735,4.25791453952,3.72974833477,4.87517792947,3.14327049407,3.9932279209,3.01324077028,2.53604300856,3.51076659771,4.24834525995,3.86301526427,2.30920863152,3.61778461091,4.26427119691,3.14500810565,2.52494594347,2.72219009042,3.67270995443,2.70688257135,3.17456387826,2.36926461495,2.84589596073,3.46751501796,3.35609236583
2006-06-01,4.53677380814,4.88947421379,3.42209550819,3.43928580992,4.97682859048,4.5015343065,4.91442590577,4.55262809777,4.02717661066,3.53266923548,4.30791743995,4.87864835329,3.37461070214,2.7037460456,4.58135453506,4.34040373769,2.99100483603,5.44494009809,3.81708601572,3.66780131758,3.20477169463,3.41878511026,3.66015698921,5.28796033505,3.79914865341,4.67858527286,3.61925374899,3.93326886598,3.60672767578,2.37331231927,5.68466357776,3.23632828389,3.38683913545,5.33701086044,1.58699703214,3.09804749136,3.97122111794,4.75251085956,3.41679282242,2.77465128555,3.8867286115,3.63593825354,4.76439736412,3.4147005681,5.50564474906,4.31289204897
2006-07-01,2.51012915974,3.43440809245,3.62267264015,2.59205952749,3.14311313883,4.08470615505,5.22045310429,5.16617846467,3.7137721567,3.44521327398,6.78855407181,5.72483496602,5.17323630329,4.54983148822,3.87337971047,5.75166369379,4.41975993652,6.05277357889,4.13306320758,3.8222244826,3.59369875944,3.57908785653,4.09547723488,4.31968504953,4.1265513694,7.17910589585,3.12139777492,4.38976729932,4.47622379989,3.82375814312,3.33181786392,3.70455086785,4.59550849178,5.55305576324,2.56113911246,3.05744267285,2.52498186308,3.71448901809,2.49603985838,2.28271815606,2.47465207543,2.85863302546,3.1002630913,2.29238327166,3.55841669073,4.55154127109
2006-08-01,3.76376707651,5.13779001073,2.74508310339,4.05212245738,4.44716417416,5.25482528087,2.8562652442,5.36295001012,4.54553273449,5.30940617033,4.68649767984,3.28422101906,2.87135331242,3.06278674141,5.10353216313,2.68692214903,3.87571292965,3.27827744435,5.06366365004,4.4527645332,3.18226232037,3.10566960589,2.74417738477,4.21371272216,3.29439166812,2.97002339189,2.81052646831,3.85500027873,4.08788015815,3.54395651738,3.50250438705,3.6681038638,2.94996233697,3.13034343719,1.41376323217,1.81673922156,2.25929252963,2.20743572951,3.11710186121,1.99086074916,1.7732568886,2.90805774171,1.82282759282,3.04369895019,4.03310683652,2.42257089371
