model,ACCESS1-0,ACCESS1-3,FGOALS-g2,FIO-ESM,FIO-ESM,FIO-ESM,CMCC-CMS,IPSL-CM5B-LR,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,CMCC-CM,FGOALS-s2,FGOALS-s2,MRI-ESM1,MPI-ESM-MR,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CESM1-BGC,inmcm4,CanESM2,CanESM2,CanESM2,CanESM2,CanESM2,GISS-E2-R-CC,BNU-ESM,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,GFDL-ESM2G,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,EC-EARTH,GFDL-ESM2M,CESM1-WACCM,CESM1-WACCM,CESM1-WACCM,IPSL-CM5A-MR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,IPSL-CM5A-LR,GFDL-CM3,CNRM-CM5,CNRM-CM5,CNRM-CM5,CNRM-CM5,GISS-E2-H,GISS-E2-H,MIROC-ESM-CHEM,MRI-CGCM3,NorESM1-ME,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,GISS-E2-R,GISS-E2-R,HadGEM2-CC,HadGEM2-CC,GISS-E2-H-CC,CMCC-CESM,bcc-csm1-1-m,MPI-ESM-LR,MPI-ESM-LR,bcc-csm1-1,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5
run,run1,run1,run1,run1,run2,run3,run1,run1,run1,run1,run2,run3,run4,run5,run1,run2,run3,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1,run1,run2,run3,run4,run5,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run2,run5,run6,run7,run8,run9,run11,run12,run13,run14,run1,run2,run3,run4,run1,run1,run2,run3,run4,run1,run2,run4,run6,run10,run1,run2,run1,run1,run1,run2,run3,run4,run1,run2,run2,run3,run1,run1,run1,run2,run3,run1,run1,run2,run3
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,302.177258757,302.778892613,303.646453739,301.599708841,303.836711876,302.353981568,303.292508309,303.966227084,300.828897396,302.527603888,302.540470458,300.995960422,303.130866147,300.899715078,304.110139531,299.518159546,302.047695697,306.165964058,306.510693778,302.614530762,302.173381774,301.88903917,301.818709611,302.336443587,302.711643327,303.151448307,303.834295571,304.941138066,301.328691764,299.94460877,302.952384099,305.824923977,301.800660779,302.624572552,304.742087376,304.043334182,302.01063753,305.326443714,299.849727058,301.222090626,301.026453735,301.636813231,299.395347715,301.394145441,306.440417795,299.770653136,299.726287755,298.704073428,299.040097168,298.536582237,302.226917492,301.470106037,302.072389699,299.561714226,300.850681759,299.180604946,304.10231187,303.398814649,299.178328816,301.585362178,305.514438259,304.053820853,303.43665602,302.431809981,301.935712994,305.434471373,303.435050665,302.160186726,301.821083781,302.78923144,304.792159037,304.017737082,302.246159403,304.324750485,300.146870418,303.373732229,304.517770022,302.821865408,304.106591206,306.109729665,302.03162605,302.224857726,305.4045796,304.343762253,303.954901552,302.973874532,302.499770182,301.791383681,301.683074562,300.836690711,300.176594415
2006-02-01,297.964358451,302.739027055,301.48142786,301.616727299,304.682033004,303.08342495,304.433271281,301.758071129,301.245788736,302.512660688,301.538554154,300.259069658,301.200590284,302.270037184,303.026248976,303.422808577,300.607995482,304.165751337,304.394101803,302.387031884,301.472189701,303.873427533,304.140014671,302.364482079,303.140822999,302.197079435,299.379245019,299.552623216,301.7639895,301.088033542,302.620971694,306.317532907,304.359605258,300.540358495,303.117400695,303.393506224,303.582424306,304.414543963,299.3857715,302.039534276,300.105385551,299.740803463,300.147758193,301.821295669,306.111435304,299.121630337,297.492237029,298.075489736,299.019200845,300.021427052,300.792940453,297.648798824,300.773525884,297.29083252,298.986875968,298.31385513,306.876871987,301.666147855,299.312793077,300.712894867,303.416002658,303.835604821,303.7965571,301.737571804,300.487073911,305.264182214,301.225613774,300.298630415,300.466176595,300.578393433,305.166702252,303.764989573,303.978978707,304.637203033,298.070815691,302.42303115,304.705458669,301.298924169,303.978695726,303.903982208,300.372185727,304.019078361,304.535943473,304.025901548,304.103962065,303.733305133,300.456342092,302.533862353,302.563629365,299.264801559,299.447031833
2006-03-01,299.181724704,301.962830734,298.094775043,299.486220062,302.001619731,302.524681773,301.218189428,300.390589756,298.910868059,299.623597216,300.624415592,298.958557753,300.141618984,297.42146999,301.117836737,298.125594181,300.004825828,302.535609146,302.015044866,297.210249052,297.885090537,298.916870976,298.470237431,299.071535664,299.008335219,301.604673973,295.33395191,298.245962537,299.003184579,299.989832928,298.102670427,302.127618316,301.218946731,299.654965564,299.990891802,299.29654977,303.18078097,299.846607493,298.660771782,300.694205291,298.069109722,298.32888354,298.904023855,300.371694393,303.385256237,296.840052297,298.769942256,297.37620767,295.735589853,296.705224382,298.32480543,296.791994446,297.151413746,299.044123339,299.121934862,297.012418732,301.534010179,301.315077218,299.21950189,297.965090744,300.482257768,299.857846957,303.497159377,300.451308889,300.455279577,301.247054344,299.627089558,298.666686108,297.438747325,298.327081177,303.858065908,305.612070201,303.47321941,301.045845134,298.437802355,301.800606442,299.60761607,299.310278827,302.830583476,301.880710831,299.184727241,299.592751997,305.611789431,302.425889227,301.871417734,303.004272819,300.751178657,300.695932222,300.748010377,297.161408644,300.665203281
2006-04-01,295.231492895,294.404416693,296.787099721,295.384873931,297.189769795,297.481180259,297.503270779,296.948185617,295.564258853,295.60097768,298.262853519,295.41566466,296.663257398,296.390354789,297.716500057,297.722919715,296.327247345,297.915927013,296.954689853,292.136771758,294.124626522,295.186419467,294.326757737,293.108668938,295.252361397,293.979105587,293.572676835,295.266223807,292.315771107,295.065607294,293.812874611,299.015861179,296.005311084,295.221512643,296.546579727,296.748678547,298.356933501,295.881339802,296.183285168,295.14833282,293.171266947,294.904037807,294.913994747,295.302039158,295.563480491,295.566038124,294.43609579,294.41437952,291.69043248,294.418397865,293.797963679,295.985301249,294.52457979,295.700136748,294.023281339,295.506385859,297.946643923,294.710888768,295.38787898,294.70457966,295.571870109,293.919276498,295.264690268,295.647085641,295.743896509,296.730938583,297.004081809,295.672256741,294.932052144,294.840884557,301.253260446,300.728918633,298.699058742,296.744309951,294.936861053,295.904406363,294.326050544,296.265583055,300.446316638,296.020276787,296.481480024,294.288964479,299.948606692,299.785858788,296.800030647,296.570575152,295.962664341,296.140642265,297.466711442,296.189129145,297.572141736
2006-05-01,291.005739694,290.96704235,290.22674042,291.985072233,293.615153745,294.855760185,293.480447038,291.570406966,292.428396923,290.762423936,291.491084332,292.178243734,294.181932189,291.741993942,291.431638378,293.88023594,291.392837199,291.135836112,292.715154925,286.762501932,287.992849861,287.592566086,286.682750969,287.784687348,289.434080969,289.003886916,286.632220331,287.923379498,288.266090414,290.162826131,289.321229394,293.717686723,291.906856941,289.249956924,293.696466531,290.503699847,294.341332031,291.535940749,291.532539184,292.111956714,290.284019866,291.797797792,291.906293121,291.994263514,292.983304112,290.696948553,290.419473545,289.56680839,288.519460754,290.062994924,288.533195522,290.185490234,290.825180215,289.519590309,289.321019214,290.730932883,291.655226538,291.852532397,290.420161569,291.515790251,290.993782111,288.709997626,289.123017857,291.202378152,290.04577953,291.72195487,291.893790155,290.53486006,290.197227336,290.981584696,294.159544638,293.275701305,293.243309517,291.312244978,289.603404636,290.968743732,290.364897403,290.586626608,296.442409737,292.324824865,288.494381533,290.945847966,295.277378242,295.602196082,292.332924504,289.113918751,290.867085771,292.489163101,290.519326793,289.899378344,292.399868544
2006-06-01,288.776302738,286.880406637,287.127899736,288.276393271,288.359754206,287.98843071,288.438705341,286.072273417,288.426370494,288.513920867,289.317306275,289.235603428,289.408043653,289.388625256,286.960378346,291.625701287,289.904442563,288.278957326,290.245725623,285.104189559,283.361332027,284.294463114,284.987282019,285.301741881,283.106691836,283.71266676,284.540542437,284.57881855,282.452319721,287.352236741,286.528688457,289.417244031,287.371176431,286.891046772,285.760239393,288.205908076,288.738146445,286.343997347,290.016316106,288.824209541,286.793860267,288.190522657,288.402985881,287.939241579,287.774191023,286.631220152,286.056304562,287.789136668,285.414084122,287.22974492,287.603120034,286.736167135,287.209642601,287.376998054,286.802872272,287.050178023,289.968043303,288.138477678,288.249578562,288.11449861,286.249558299,284.813878423,285.998480059,287.828558163,287.015725866,289.263171338,286.833332618,286.671462747,286.104562677,287.309176211,291.595438686,289.213785988,289.002392248,288.614273088,286.260901181,286.599140155,287.756365031,285.897211757,291.843692006,287.424191752,286.060969068,287.734741311,288.148930497,290.697584957,288.810566983,286.931889628,287.953195142,286.663426846,287.646067025,286.326538714,289.564476664
2006-07-01,286.974145401,286.47936903,287.938520871,288.416064,290.606745495,288.385967007,287.872887606,285.138562778,287.299054315,288.172685119,288.556887499,289.25383567,287.783192001,287.92024609,287.562238144,288.741319973,289.486758272,287.861425706,288.458683159,284.696843776,284.770366642,283.340088347,282.724852276,283.612874443,282.033627271,283.350147319,284.465988953,283.823946355,283.782523232,287.839916808,286.13893593,286.065742827,286.585675413,287.390740128,287.180751754,287.426912126,290.645190014,285.34324989,286.519264571,288.756795381,286.564377083,285.642008263,287.553417391,286.598897648,285.748027767,285.895199627,286.171088508,286.65115179,285.676376235,287.165657917,286.443181846,285.024697972,286.667027008,288.476746928,286.498022612,286.492267357,287.157124882,287.444444768,287.770916762,286.476175832,284.018689863,285.723919833,285.231811364,285.18409361,286.696968514,286.603932608,286.744718405,285.769470918,286.539457229,285.598192397,290.146535726,288.22504805,288.655475694,287.097175514,284.500124205,286.273735324,285.640362053,285.088862767,288.458285524,287.503798601,284.812492589,286.532306941,286.713124984,287.306017904,288.479868648,286.728051799,287.29398829,287.108291148,288.188677552,286.878315677,287.206763012
2006-08-01,288.779480138,288.856485555,291.312780926,289.427737851,292.531713247,291.390637752,288.929555628,287.123776472,292.135579221,289.022374993,290.685435651,290.659356888,289.017600071,289.995939239,288.3482171,291.422402347,292.47040839,290.240041062,288.910800375,287.628538606,286.776149029,287.653863438,286.559392721,286.723812771,287.539574699,288.158225637,286.852974603,286.408109277,285.284627316,289.917548591,285.907717035,292.750339543,288.428108252,289.589076022,286.901277326,288.362274059,290.879981833,289.110709747,288.386822314,287.861026048,289.910251371,289.35834355,287.833469397,290.084309976,287.656377812,288.778584953,288.463266464,288.176166583,288.405911325,288.978523265,288.409183165,290.127739792,287.343912082,288.885580307,288.071366656,289.040677017,291.290555222,289.796142962,289.121259131,289.542773226,288.453369065,285.444763652,286.752591544,287.345235533,287.323465359,288.985723873,288.908948425,288.089792138,288.91186368,288.636714959,291.170850945,291.404016872,291.215253479,289.541935715,287.44957232,286.885526744,286.516468495,288.047614755,291.286998224,291.574631454,288.486837653,287.500813827,288.909180574,290.349109028,290.411278529,289.914413095,287.881949863,288.184463527,289.740303523,288.659634561,290.841924906
