model,IPSL-CM5A-LR,GFDL-CM3,FIO-ESM,FIO-ESM,FIO-ESM,MIROC-ESM,MIROC5,MIROC5,MIROC5,MIROC5,MIROC5,GISS-E2-H,MIROC-ESM-CHEM,GFDL-ESM2G,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,CCSM4,NorESM1-ME,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,HadGEM2-ES,GISS-E2-R,HadGEM2-AO,CESM1-CAM5,CESM1-CAM5,CESM1-CAM5,MRI-CGCM3,GFDL-ESM2M,bcc-csm1-1-m,NorESM1-M,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,CSIRO-Mk3-6-0,bcc-csm1-1,IPSL-CM5A-MR
run,run1,run1,run1,run2,run3,run1,run1,run2,run3,run4,run5,run1,run1,run1,run1,run2,run3,run4,run5,run6,run1,run1,run2,run3,run4,run1,run1,run1,run2,run3,run1,run1,run1,run1,run1,run2,run3,run4,run5,run6,run7,run8,run9,run10,run1,run1
time,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2006-01-01,2.69265364165,1.66037156602,2.08972821663,3.35222353908,2.59262483019,2.34195816363,1.85654297267,1.70571454583,0.595657768677,1.53507649997,1.29162947635,2.62343239252,1.76729393609,1.27068768319,1.94071600487,1.5928933599,1.69567638344,1.29022137368,1.9175593959,3.10505684077,1.95965995684,0.399828956111,2.11464848924,1.80647225645,1.55570080567,2.00087985588,1.93932569775,2.01110822523,2.41207732741,1.18194775535,1.82786596532,1.3174615554,2.16985931626,2.38463330269,2.7419742609,2.1413432891,2.19022804687,1.76975451323,1.93570236408,2.3553155329,1.21869122643,1.64359511581,2.49921050727,2.13854568185,0.595066757809,2.26656101984
2006-02-01,1.44989403895,1.46396001991,2.4798018117,2.8283574706,0.808816158641,1.89298450615,2.06960990183,1.10610733481,1.68966222022,2.49798412699,2.52142805942,1.97286117399,2.24710975888,1.46147050865,1.63998038732,1.55194185237,1.86944710362,1.19868806503,1.83965517005,0.337868719986,2.39880951561,0.805670808164,1.36081457243,1.5374804608,1.53000289608,1.9612224679,2.22693280863,1.55622648659,0.833057095906,1.88612137283,2.79349868048,2.30458367187,1.64356852068,1.36156404018,1.5372457576,2.49412401601,1.96309549125,1.36951672991,2.5283523107,1.56074625648,2.36288472271,1.11847065645,2.78928037629,2.06236463699,1.10617281105,3.72545728227
2006-03-01,1.11724703757,1.48353237127,1.9299252277,2.05242044501,1.64234027985,1.96102901838,1.31656195822,1.08915614784,1.1772110389,0.986619658878,2.06341216923,1.36898413577,2.49445234645,1.54665732093,1.80524601198,1.07056607871,1.58149838618,1.902248879,2.2213211509,0.686011686101,1.62169456802,2.33294861362,1.5405097013,1.96960174785,1.02125760438,1.10622122822,2.16542032246,1.4344315368,2.10991177148,0.98328371413,1.70776047089,1.41113231799,1.09471808248,2.14300441742,1.27207236338,0.744620137192,0.781295487994,1.64295001998,1.73493420794,1.97854878721,1.95930079126,1.56184250685,1.54434164438,2.66367527331,1.81577366074,2.78569195153
2006-04-01,2.59027054843,1.31644567501,1.50344300919,2.89951641323,2.13222389217,1.80338202713,1.96096930729,2.32511752244,1.87457488279,1.49566256986,0.780291111036,1.60398590765,1.12485333455,1.07622081515,2.26987609096,2.55454564989,1.26348326606,2.06644379388,1.85712954097,1.67628666369,2.20801564192,1.25521340503,1.92652113803,2.08147542559,1.54464385617,1.53910042502,1.4597762266,1.22006820272,1.70257921659,1.30167259474,1.47871534172,1.27076198809,1.4952279883,1.54757237434,2.27079680957,1.69955196634,1.11686998975,2.08057120755,0.831358522887,1.53818702864,2.68824646411,1.55452366954,0.750959145778,1.67227879941,1.58140277309,2.57624435828
2006-05-01,1.69030488249,1.74125308216,1.48370323799,1.37541004681,1.57216964067,1.68053340423,1.42997187724,2.23233055965,1.75381128653,2.09962635303,1.31022672453,1.12957153101,1.46614142948,1.65623494359,1.14416070331,1.43638421363,1.67331571655,0.593970935978,1.37323921029,1.59840718658,1.13986813557,2.74856270073,1.99254537845,1.83117171484,1.68608338505,1.32452922689,2.40134442336,1.3183220709,1.8021010452,1.59921678837,1.38088202216,1.73935665099,2.40286908908,1.28150784969,1.60955133122,1.72391714129,1.67938349311,1.28194947866,1.2099730242,1.91455335627,0.963401427783,2.11961998236,1.70894573819,1.81745502338,1.26087018269,2.02822512298
2006-06-01,1.50506511006,2.14490213921,2.55413096285,1.74894485505,2.46466705144,2.37682900623,3.24941246071,2.79468435994,2.53381627113,1.31818744093,2.67157032617,2.00858861391,2.4222375262,2.54500621745,1.45645245575,2.89631467223,2.18549340146,2.12106839787,1.89416081845,2.70128988452,1.61223526336,2.80608791541,2.52277678548,3.20539973988,2.41491524863,2.21970305647,2.51749572269,1.52029271657,0.879084920767,0.987694807274,1.44405116621,2.49515245159,1.90837628771,2.11075973511,1.91228883494,1.64881993368,1.84155073807,1.58122059997,2.31876678228,1.99135259676,1.79709956397,2.74720962017,2.66821360964,1.75077384344,2.16795022521,1.81335487294
2006-07-01,1.33418696382,2.76680474136,3.1806078002,1.89342215223,1.91643268353,2.27919869544,2.71653195002,3.74140893089,2.1992263766,3.04174542928,2.69931365714,3.06746800687,2.25880193488,2.74601143458,2.25692763153,3.596560858,3.08601251592,3.53045100131,2.73099754439,3.33982429503,2.11374721489,2.48797785289,3.44880971096,2.83350952558,3.58167793172,2.41202477178,2.80424053105,2.05910295465,2.23659684381,1.37535952895,2.38817727376,3.09386392131,1.94670610589,2.37543034554,2.82637613039,2.35526101401,2.76415068823,2.2332594853,3.04067342834,2.39040569214,2.03249186063,3.49854368604,2.54733444275,2.96202792394,2.7142519757,2.40722758681
2006-08-01,2.18003876101,3.14042372005,2.11506490587,2.34931541337,2.56381958978,4.31379058771,4.20934468488,2.53213338611,3.93645529525,3.57056364433,3.68027373257,2.96405258796,1.95100992878,2.78378975324,2.87000694226,4.44337734628,3.092698334,3.59135556143,1.66814991257,3.25930948294,2.71098952204,3.70264085666,4.12473373376,3.64401251952,3.57738620492,2.71616420662,4.3950769709,4.04475165165,2.52394359079,2.97159242952,3.60922691805,3.49124550618,0.993082638217,2.3598306179,4.30982009176,3.89881830187,4.27544303175,2.41727238889,2.81600865351,3.03621076514,2.90161406189,3.5934204821,2.28994694719,2.07647239591,2.84941189098,3.13517806295
